employee_id,project_name,client_name,start_date,end_date,billable
209506,DevOps Automation,Internal,2020-06-03,,False
209512,Global Account Pitching,TechGiant,2020-10-11,,True
209528,Ledger Reconciliation,TCS,2020-09-01,,True
209547,Apollo Core,Microsoft,2020-01-01,2020-09-16,True
209554,Ledger Reconciliation,TCS,2020-01-01,,True
209565,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-09-06,True
209573,Global Account Pitching,TechGiant,2020-08-31,,True
209574,SLA Helpdesk Migration,TelcoGroup,2020-01-01,,True
209577,SEO & Content Campaign,Internal,2020-08-26,,False
209584,CRM Integration,Salesforce,2020-06-14,,True
209588,Vulnerability Patcher,Internal,2020-08-13,2024-12-09,False
209590,SEO & Content Campaign,Internal,2020-03-08,2021-03-25,False
209604,Phoenix Rewrite,Google,2020-08-29,,True
209612,Penetration Testing,Accenture,2020-05-30,,True
209614,Recruitment Automation,Internal,2020-03-10,,False
209618,CloudMigrate v2,Oracle,2020-01-01,2020-11-23,True
209623,Tax Calculator Portal,Internal,2020-08-12,,False
209636,Global Account Pitching,TechGiant,2020-01-12,2020-11-14,True
209641,Sentinel Security,Deloitte,2020-01-12,,True
209643,SEO & Content Campaign,Internal,2020-03-13,2023-06-07,False
209647,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-09-04,True
209648,Sentinel Security,Deloitte,2020-01-24,2020-09-08,True
209676,Sentinel Security,Deloitte,2020-01-01,,True
209678,CloudMigrate v2,Oracle,2020-06-30,2020-12-29,True
209688,Recruitment Automation,Internal,2020-03-16,,False
209702,DataHub Predictive,JP Morgan,2020-11-21,2021-06-10,True
209704,Orion API,Amazon,2020-09-08,,True
209712,Retail Analytics,Adobe,2020-03-12,,True
209714,SLA Helpdesk Migration,TelcoGroup,2020-10-07,2022-01-04,True
209715,Retail Analytics,Adobe,2020-01-10,2020-07-28,True
209718,Sentinel Security,Deloitte,2020-05-30,,True
209724,Ledger Reconciliation,TCS,2020-04-09,,True
209732,SEO & Content Campaign,Internal,2020-05-17,,False
209736,Desktop Automation Support,Internal,2020-08-18,,False
209742,DevOps Automation,Internal,2020-02-12,2020-10-23,False
209752,SEO & Content Campaign,Internal,2020-07-02,2022-08-17,False
209753,DataHub Predictive,JP Morgan,2020-08-25,,True
209756,Orion API,Amazon,2020-02-17,2020-09-08,True
209757,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2023-01-02,True
209761,Apollo Core,Microsoft,2020-11-20,,True
209767,SLA Helpdesk Migration,TelcoGroup,2020-07-10,,True
209774,Recruitment Automation,Internal,2020-10-09,,False
209777,Recruitment Automation,Internal,2020-04-26,,False
209793,DataHub Predictive,JP Morgan,2020-06-11,,True
209805,Apollo Core,Microsoft,2020-10-22,,True
209823,SEO & Content Campaign,Internal,2020-01-11,,False
209830,Desktop Automation Support,Internal,2020-05-07,2023-08-24,False
209856,Vulnerability Patcher,Internal,2020-11-19,,False
209858,SLA Helpdesk Migration,TelcoGroup,2020-10-31,2023-01-23,True
209868,CloudMigrate v2,Oracle,2020-10-02,2023-10-19,True
209877,Sentinel Security,Deloitte,2020-08-02,,True
209879,Penetration Testing,Accenture,2020-04-22,2020-12-02,True
209881,Phoenix Rewrite,Google,2020-07-07,,True
209883,PeopleLens Portal,Internal,2020-05-10,,False
209899,Sentinel Security,Deloitte,2020-11-13,2023-08-08,True
209904,Ledger Reconciliation,TCS,2020-11-19,,True
209909,Desktop Automation Support,Internal,2020-07-22,,False
209914,DataHub Predictive,JP Morgan,2020-01-01,2020-11-14,True
209919,Apollo Core,Microsoft,2020-08-28,2021-05-08,True
209926,Apollo Core,Microsoft,2020-12-05,,True
209937,Global Account Pitching,TechGiant,2020-10-04,,True
209944,AI Recommendation Engine,Internal,2020-12-11,,False
209945,CloudMigrate v2,Oracle,2020-11-11,,True
209952,PeopleLens Portal,Internal,2020-05-17,,False
209953,Phoenix Rewrite,Google,2020-11-16,,True
209955,DataHub Predictive,JP Morgan,2020-10-17,,True
209959,Global Account Pitching,TechGiant,2020-06-08,2022-01-15,True
209961,SLA Helpdesk Migration,TelcoGroup,2020-12-17,,True
209963,SLA Helpdesk Migration,TelcoGroup,2020-01-18,,True
209970,Phoenix Rewrite,Google,2020-11-11,,True
209972,Global Account Pitching,TechGiant,2020-04-04,,True
209974,Orion API,Amazon,2020-10-14,,True
209976,SEO & Content Campaign,Internal,2020-04-03,2020-10-26,False
209982,Recruitment Automation,Internal,2020-10-01,,False
209983,CRM Integration,Salesforce,2020-08-30,,True
209994,DataHub Predictive,JP Morgan,2020-01-14,2020-10-11,True
209999,AI Recommendation Engine,Internal,2020-10-24,,False
210000,CloudMigrate v2,Oracle,2020-02-09,2020-11-01,True
210006,Orion API,Amazon,2020-01-01,2020-08-18,True
210023,SLA Helpdesk Migration,TelcoGroup,2020-07-02,,True
210031,Digital Brand Relaunch,RetailCorp,2020-11-03,2020-12-29,True
210046,CRM Integration,Salesforce,2020-07-21,2026-04-04,True
210060,Retail Analytics,Adobe,2020-01-01,,True
210062,Digital Brand Relaunch,RetailCorp,2020-08-12,,True
210072,Kubernetes Migration,Infosys,2020-11-05,,True
210073,Penetration Testing,Accenture,2020-01-06,,True
210083,Penetration Testing,Accenture,2020-02-25,,True
210085,Phoenix Rewrite,Google,2020-11-29,2023-05-25,True
210086,Recruitment Automation,Internal,2020-10-04,2020-11-12,False
210092,PeopleLens Portal,Internal,2020-01-01,2020-08-08,False
210110,Phoenix Rewrite,Google,2020-05-13,2026-03-17,True
210120,Retail Analytics,Adobe,2020-12-20,,True
210125,Ledger Reconciliation,TCS,2020-01-01,,True
210132,Phoenix Rewrite,Google,2020-12-14,,True
210138,Tax Calculator Portal,Internal,2020-01-01,,False
210139,Tax Calculator Portal,Internal,2020-10-10,,False
210146,Vulnerability Patcher,Internal,2020-12-12,,False
210154,Recruitment Automation,Internal,2020-01-01,,False
210158,SLA Helpdesk Migration,TelcoGroup,2020-08-22,,True
210168,PeopleLens Portal,Internal,2020-11-14,,False
210174,Vulnerability Patcher,Internal,2020-03-05,,False
210175,Sentinel Security,Deloitte,2020-11-04,,True
210180,CRM Integration,Salesforce,2020-12-28,,True
210194,SLA Helpdesk Migration,TelcoGroup,2020-07-19,,True
210203,Retail Analytics,Adobe,2020-04-25,,True
210223,Tax Calculator Portal,Internal,2020-01-30,2023-11-12,False
210228,AI Recommendation Engine,Internal,2020-05-30,,False
210239,DataHub Predictive,JP Morgan,2020-12-27,2023-01-14,True
210242,Global Account Pitching,TechGiant,2020-05-24,,True
210245,Recruitment Automation,Internal,2020-01-31,,False
210259,DataHub Predictive,JP Morgan,2020-01-14,,True
210262,SLA Helpdesk Migration,TelcoGroup,2020-01-01,,True
210269,AI Recommendation Engine,Internal,2020-09-13,,False
210276,CRM Integration,Salesforce,2020-02-05,2020-08-23,True
210281,PeopleLens Portal,Internal,2020-03-19,,False
210308,Sentinel Security,Deloitte,2020-02-06,2020-11-07,True
210319,Recruitment Automation,Internal,2020-04-06,2020-11-11,False
210329,CRM Integration,Salesforce,2020-01-01,,True
210330,Desktop Automation Support,Internal,2020-05-30,,False
210333,SLA Helpdesk Migration,TelcoGroup,2020-07-13,,True
210341,AI Recommendation Engine,Internal,2020-01-01,,False
210350,Apollo Core,Microsoft,2020-01-01,,True
210359,Global Account Pitching,TechGiant,2020-02-14,2024-03-07,True
210370,CloudMigrate v2,Oracle,2020-03-13,,True
210393,DataHub Predictive,JP Morgan,2020-07-25,,True
210394,CRM Integration,Salesforce,2020-10-26,2020-12-25,True
210398,PeopleLens Portal,Internal,2020-10-03,2026-06-11,False
210399,Penetration Testing,Accenture,2020-01-01,,True
210400,Tax Calculator Portal,Internal,2020-01-01,,False
210411,PeopleLens Portal,Internal,2020-06-03,,False
210415,PeopleLens Portal,Internal,2020-12-16,,False
210422,Kubernetes Migration,Infosys,2020-06-22,,True
210425,Vulnerability Patcher,Internal,2020-06-15,2024-05-07,False
210430,Digital Brand Relaunch,RetailCorp,2020-09-28,,True
210433,Sentinel Security,Deloitte,2020-05-15,,True
210446,Tax Calculator Portal,Internal,2020-08-19,,False
210453,CloudMigrate v2,Oracle,2020-01-01,,True
210462,Global Account Pitching,TechGiant,2020-01-01,,True
210491,Kubernetes Migration,Infosys,2020-08-16,,True
210500,Kubernetes Migration,Infosys,2020-01-03,,True
210506,CloudMigrate v2,Oracle,2020-01-15,2025-06-17,True
210515,Sentinel Security,Deloitte,2020-12-05,,True
210519,SLA Helpdesk Migration,TelcoGroup,2020-01-01,,True
210522,Desktop Automation Support,Internal,2020-03-28,,False
210524,Ledger Reconciliation,TCS,2020-02-04,2020-08-04,True
210530,Recruitment Automation,Internal,2020-07-31,,False
210536,Vulnerability Patcher,Internal,2020-11-23,,False
210537,Desktop Automation Support,Internal,2020-04-23,,False
210573,Vulnerability Patcher,Internal,2020-07-31,2022-10-26,False
210578,Kubernetes Migration,Infosys,2020-08-10,2021-10-22,True
210585,Tax Calculator Portal,Internal,2020-01-25,2020-11-28,False
210587,CloudMigrate v2,Oracle,2020-03-24,,True
210591,Ledger Reconciliation,TCS,2020-10-11,,True
210593,AI Recommendation Engine,Internal,2020-03-23,2020-11-09,False
210594,Global Account Pitching,TechGiant,2020-01-30,2020-11-02,True
210598,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-11-02,True
210606,Retail Analytics,Adobe,2020-04-25,,True
210607,DataHub Predictive,JP Morgan,2020-11-22,,True
210620,Phoenix Rewrite,Google,2020-03-11,2020-11-17,True
210621,Orion API,Amazon,2020-07-13,,True
210653,Penetration Testing,Accenture,2020-03-06,,True
210654,PeopleLens Portal,Internal,2020-01-01,,False
210660,Phoenix Rewrite,Google,2020-03-31,,True
210669,Tax Calculator Portal,Internal,2020-01-01,2020-09-08,False
210670,Phoenix Rewrite,Google,2020-02-28,,True
210678,DataHub Predictive,JP Morgan,2020-12-16,,True
210689,Vulnerability Patcher,Internal,2020-01-01,,False
210699,Apollo Core,Microsoft,2020-12-07,,True
210708,Retail Analytics,Adobe,2020-12-18,,True
210713,Sentinel Security,Deloitte,2020-05-14,,True
210717,Ledger Reconciliation,TCS,2020-12-05,2024-11-23,True
210722,Retail Analytics,Adobe,2020-08-15,,True
210728,Recruitment Automation,Internal,2020-12-03,2020-12-12,False
210733,Digital Brand Relaunch,RetailCorp,2020-10-20,,True
210739,Ledger Reconciliation,TCS,2020-10-15,,True
210741,Global Account Pitching,TechGiant,2020-01-01,2020-11-15,True
210752,Global Account Pitching,TechGiant,2020-06-15,,True
210761,Penetration Testing,Accenture,2020-11-04,2026-01-04,True
210776,DevOps Automation,Internal,2020-07-10,,False
210787,Phoenix Rewrite,Google,2020-01-01,2020-09-27,True
210789,Kubernetes Migration,Infosys,2020-09-05,,True
210794,Recruitment Automation,Internal,2020-10-03,,False
210796,Penetration Testing,Accenture,2020-03-05,2020-11-20,True
210801,DataHub Predictive,JP Morgan,2020-01-01,,True
210811,DevOps Automation,Internal,2020-11-08,2023-08-04,False
210813,Recruitment Automation,Internal,2020-01-01,2020-10-19,False
210826,DataHub Predictive,JP Morgan,2020-10-17,2020-11-08,True
210828,Orion API,Amazon,2020-01-01,,True
210838,Ledger Reconciliation,TCS,2020-08-09,,True
210839,CloudMigrate v2,Oracle,2020-04-28,,True
210850,CloudMigrate v2,Oracle,2020-08-14,,True
210873,PeopleLens Portal,Internal,2020-06-21,,False
210880,Tax Calculator Portal,Internal,2020-01-01,,False
210886,Tax Calculator Portal,Internal,2020-05-07,,False
210901,AI Recommendation Engine,Internal,2020-05-17,,False
210902,SEO & Content Campaign,Internal,2020-02-05,2020-09-02,False
210912,DataHub Predictive,JP Morgan,2020-01-01,2020-07-20,True
210916,Ledger Reconciliation,TCS,2020-01-01,2020-03-03,True
210939,Apollo Core,Microsoft,2020-02-04,,True
210956,SEO & Content Campaign,Internal,2020-09-04,,False
210961,Global Account Pitching,TechGiant,2020-02-10,2020-12-26,True
210968,Desktop Automation Support,Internal,2020-08-28,,False
210970,Ledger Reconciliation,TCS,2020-01-01,,True
210974,AI Recommendation Engine,Internal,2020-01-13,,False
210985,PeopleLens Portal,Internal,2020-01-30,,False
210986,AI Recommendation Engine,Internal,2020-08-13,,False
210994,Recruitment Automation,Internal,2020-01-01,,False
211006,Desktop Automation Support,Internal,2020-09-26,,False
211009,CloudMigrate v2,Oracle,2020-09-07,2021-09-28,True
211018,PeopleLens Portal,Internal,2020-01-01,2020-10-20,False
211025,Recruitment Automation,Internal,2020-01-01,2020-12-11,False
211038,DataHub Predictive,JP Morgan,2020-01-01,2020-07-09,True
211045,PeopleLens Portal,Internal,2020-08-01,,False
211055,SLA Helpdesk Migration,TelcoGroup,2020-01-09,,True
211061,AI Recommendation Engine,Internal,2020-01-01,2020-11-16,False
211065,Vulnerability Patcher,Internal,2020-07-06,2023-03-26,False
211071,Sentinel Security,Deloitte,2020-06-26,,True
211081,DataHub Predictive,JP Morgan,2020-01-01,2020-10-11,True
211094,Kubernetes Migration,Infosys,2020-05-17,,True
211103,Vulnerability Patcher,Internal,2020-01-01,,False
211106,Digital Brand Relaunch,RetailCorp,2020-08-28,2022-07-23,True
211119,CRM Integration,Salesforce,2020-10-28,,True
211126,Orion API,Amazon,2020-04-12,2023-07-14,True
211140,Penetration Testing,Accenture,2020-10-06,,True
211144,Recruitment Automation,Internal,2020-01-01,,False
211153,CRM Integration,Salesforce,2020-05-02,,True
211155,Phoenix Rewrite,Google,2020-11-17,,True
211185,Kubernetes Migration,Infosys,2020-01-01,,True
211193,Ledger Reconciliation,TCS,2020-02-02,2020-11-13,True
211194,Sentinel Security,Deloitte,2020-02-24,,True
211196,Vulnerability Patcher,Internal,2020-04-07,,False
211215,Desktop Automation Support,Internal,2020-03-03,2020-11-30,False
211218,Tax Calculator Portal,Internal,2020-12-05,,False
211220,Phoenix Rewrite,Google,2020-06-23,2021-11-03,True
211223,Sentinel Security,Deloitte,2020-01-01,2021-08-29,True
211225,Sentinel Security,Deloitte,2020-02-01,2020-11-20,True
211232,Penetration Testing,Accenture,2020-01-01,,True
211249,Ledger Reconciliation,TCS,2020-10-28,,True
211253,SEO & Content Campaign,Internal,2020-09-05,,False
211254,DataHub Predictive,JP Morgan,2020-04-15,2020-12-11,True
211271,Digital Brand Relaunch,RetailCorp,2020-09-13,,True
211278,Sentinel Security,Deloitte,2020-12-17,,True
211286,DevOps Automation,Internal,2020-12-30,,False
211292,Sentinel Security,Deloitte,2020-05-01,,True
211298,Retail Analytics,Adobe,2020-01-27,2020-09-21,True
211301,Tax Calculator Portal,Internal,2020-06-24,,False
211305,DevOps Automation,Internal,2020-04-19,,False
211314,CloudMigrate v2,Oracle,2020-01-27,2020-06-29,True
211320,Retail Analytics,Adobe,2020-12-21,2021-10-20,True
211321,SLA Helpdesk Migration,TelcoGroup,2020-01-01,,True
211335,Tax Calculator Portal,Internal,2020-09-08,,False
211339,Apollo Core,Microsoft,2020-10-28,,True
211341,PeopleLens Portal,Internal,2020-07-23,,False
211350,SEO & Content Campaign,Internal,2020-06-28,,False
211355,Sentinel Security,Deloitte,2020-09-02,,True
211363,CloudMigrate v2,Oracle,2020-02-04,,True
211371,Recruitment Automation,Internal,2020-11-15,,False
211373,SLA Helpdesk Migration,TelcoGroup,2020-02-06,2020-08-11,True
211384,SLA Helpdesk Migration,TelcoGroup,2020-12-08,,True
211399,Global Account Pitching,TechGiant,2020-03-18,,True
211403,Ledger Reconciliation,TCS,2020-01-01,,True
211414,Desktop Automation Support,Internal,2020-01-26,2023-04-03,False
211422,Orion API,Amazon,2020-07-24,2025-10-16,True
211423,Recruitment Automation,Internal,2020-06-19,2024-07-27,False
211429,SEO & Content Campaign,Internal,2020-01-01,2020-08-27,False
211431,DataHub Predictive,JP Morgan,2020-06-18,,True
211438,Vulnerability Patcher,Internal,2020-03-04,2021-05-17,False
211440,PeopleLens Portal,Internal,2020-12-22,,False
211444,Retail Analytics,Adobe,2020-05-09,,True
211450,Phoenix Rewrite,Google,2020-06-18,,True
211456,Apollo Core,Microsoft,2020-02-28,2022-12-02,True
211457,Kubernetes Migration,Infosys,2020-05-07,,True
211462,Ledger Reconciliation,TCS,2020-02-09,2020-09-13,True
211468,Global Account Pitching,TechGiant,2020-06-10,,True
211475,Apollo Core,Microsoft,2020-09-15,,True
211479,Tax Calculator Portal,Internal,2020-05-08,,False
211483,Sentinel Security,Deloitte,2020-12-06,2023-11-15,True
211489,CRM Integration,Salesforce,2020-03-18,,True
211530,Ledger Reconciliation,TCS,2020-01-01,,True
211535,Orion API,Amazon,2020-01-01,2020-12-17,True
211539,SLA Helpdesk Migration,TelcoGroup,2020-10-30,,True
211541,Sentinel Security,Deloitte,2020-02-14,,True
211542,Retail Analytics,Adobe,2020-04-24,,True
211546,Tax Calculator Portal,Internal,2020-01-14,,False
211549,CRM Integration,Salesforce,2020-01-05,2020-12-15,True
211552,CRM Integration,Salesforce,2020-02-15,2020-10-05,True
211554,Digital Brand Relaunch,RetailCorp,2020-01-01,2020-07-31,True
211556,Desktop Automation Support,Internal,2020-04-05,,False
211562,AI Recommendation Engine,Internal,2020-12-07,,False
211577,PeopleLens Portal,Internal,2020-10-01,,False
211579,Kubernetes Migration,Infosys,2020-06-09,,True
211591,CRM Integration,Salesforce,2020-10-18,,True
211605,Orion API,Amazon,2020-02-05,,True
211606,Retail Analytics,Adobe,2020-01-01,2020-07-05,True
211614,DevOps Automation,Internal,2020-09-23,,False
211622,AI Recommendation Engine,Internal,2020-01-01,2020-07-01,False
211624,Global Account Pitching,TechGiant,2020-12-17,,True
211641,DataHub Predictive,JP Morgan,2020-08-09,,True
211644,Penetration Testing,Accenture,2020-03-01,2020-11-04,True
211645,Ledger Reconciliation,TCS,2020-09-27,2025-05-27,True
211653,Tax Calculator Portal,Internal,2020-06-25,2024-12-16,False
211656,Sentinel Security,Deloitte,2020-02-23,,True
211658,SEO & Content Campaign,Internal,2020-09-05,,False
211671,Recruitment Automation,Internal,2020-04-02,,False
211675,Kubernetes Migration,Infosys,2020-01-01,2020-10-17,True
211685,Global Account Pitching,TechGiant,2020-05-12,,True
211686,PeopleLens Portal,Internal,2020-02-23,2020-11-14,False
211701,Recruitment Automation,Internal,2020-01-12,2020-11-22,False
211706,Phoenix Rewrite,Google,2020-12-08,2022-11-14,True
211715,Vulnerability Patcher,Internal,2020-10-17,2023-06-01,False
211717,Sentinel Security,Deloitte,2020-07-08,,True
211728,Tax Calculator Portal,Internal,2020-01-01,2020-08-02,False
211729,CRM Integration,Salesforce,2020-05-20,,True
211733,DataHub Predictive,JP Morgan,2020-04-09,,True
211735,Kubernetes Migration,Infosys,2020-03-26,2020-10-07,True
211738,CloudMigrate v2,Oracle,2020-12-24,2024-10-07,True
211739,CloudMigrate v2,Oracle,2020-04-14,2025-12-20,True
211747,CRM Integration,Salesforce,2020-04-21,,True
211767,Vulnerability Patcher,Internal,2020-07-20,,False
211784,DataHub Predictive,JP Morgan,2020-05-24,,True
211791,Global Account Pitching,TechGiant,2020-11-20,,True
211802,Vulnerability Patcher,Internal,2020-01-01,,False
211807,Desktop Automation Support,Internal,2020-10-18,,False
211820,SLA Helpdesk Migration,TelcoGroup,2020-12-10,,True
211824,PeopleLens Portal,Internal,2020-11-30,,False
211826,DevOps Automation,Internal,2020-12-02,,False
211841,Ledger Reconciliation,TCS,2020-06-07,,True
211851,Vulnerability Patcher,Internal,2020-09-01,,False
211854,CRM Integration,Salesforce,2020-11-14,,True
211856,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-08-17,True
211861,Phoenix Rewrite,Google,2020-02-18,2020-10-06,True
211865,Digital Brand Relaunch,RetailCorp,2020-01-03,2020-07-15,True
211884,Sentinel Security,Deloitte,2020-06-24,2020-09-29,True
211887,SLA Helpdesk Migration,TelcoGroup,2020-12-02,,True
211902,Digital Brand Relaunch,RetailCorp,2020-09-12,,True
211906,SLA Helpdesk Migration,TelcoGroup,2020-01-01,,True
211910,CloudMigrate v2,Oracle,2020-06-10,,True
211911,Kubernetes Migration,Infosys,2020-04-23,,True
211918,Tax Calculator Portal,Internal,2020-10-06,,False
211921,Ledger Reconciliation,TCS,2020-01-01,2020-07-05,True
211930,AI Recommendation Engine,Internal,2020-09-14,,False
211933,Global Account Pitching,TechGiant,2020-12-24,2024-09-22,True
211946,AI Recommendation Engine,Internal,2020-06-27,,False
211949,Digital Brand Relaunch,RetailCorp,2020-01-01,,True
211958,Recruitment Automation,Internal,2020-10-26,,False
211966,SEO & Content Campaign,Internal,2020-01-01,,False
211967,Vulnerability Patcher,Internal,2020-08-04,2021-11-06,False
211989,Retail Analytics,Adobe,2020-10-14,,True
211994,SEO & Content Campaign,Internal,2020-01-01,,False
212003,SLA Helpdesk Migration,TelcoGroup,2020-05-25,,True
212029,Kubernetes Migration,Infosys,2020-02-13,,True
212037,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-12-18,True
212044,SLA Helpdesk Migration,TelcoGroup,2020-08-22,,True
212064,PeopleLens Portal,Internal,2020-04-16,2020-12-04,False
212067,Vulnerability Patcher,Internal,2020-02-29,2020-11-15,False
212072,CloudMigrate v2,Oracle,2020-03-22,,True
212089,SEO & Content Campaign,Internal,2020-01-27,,False
212093,AI Recommendation Engine,Internal,2020-01-01,,False
212097,SEO & Content Campaign,Internal,2020-01-11,2020-10-21,False
212099,DevOps Automation,Internal,2020-12-07,,False
212100,Vulnerability Patcher,Internal,2020-10-19,2021-04-11,False
212109,Ledger Reconciliation,TCS,2020-01-02,2020-10-21,True
212110,Ledger Reconciliation,TCS,2020-10-01,2023-05-03,True
212112,Sentinel Security,Deloitte,2020-02-03,2021-06-11,True
212124,Tax Calculator Portal,Internal,2020-01-01,2020-10-11,False
212136,CRM Integration,Salesforce,2020-09-01,,True
212143,CloudMigrate v2,Oracle,2020-01-01,2020-07-26,True
212145,Sentinel Security,Deloitte,2020-10-13,2020-12-13,True
212151,Sentinel Security,Deloitte,2020-12-12,2024-11-17,True
212175,Apollo Core,Microsoft,2020-02-20,2025-07-19,True
212180,AI Recommendation Engine,Internal,2020-08-14,2022-07-11,False
212182,Global Account Pitching,TechGiant,2020-01-25,2020-09-16,True
212185,Apollo Core,Microsoft,2020-01-01,2020-07-21,True
212193,Desktop Automation Support,Internal,2020-01-01,2020-11-23,False
212205,Phoenix Rewrite,Google,2020-07-29,2021-10-24,True
212229,Kubernetes Migration,Infosys,2020-05-25,,True
212241,DevOps Automation,Internal,2020-10-16,,False
212242,SLA Helpdesk Migration,TelcoGroup,2020-01-01,2020-12-05,True
212244,Recruitment Automation,Internal,2020-02-22,2020-12-09,False
212248,Penetration Testing,Accenture,2020-12-16,,True
212252,DevOps Automation,Internal,2020-04-23,,False
212285,DevOps Automation,Internal,2020-04-16,2020-11-11,False
212296,PeopleLens Portal,Internal,2020-01-06,,False
212302,Apollo Core,Microsoft,2020-01-01,,True
212303,Tax Calculator Portal,Internal,2020-06-22,,False
212309,Phoenix Rewrite,Google,2020-06-23,,True
212314,DataHub Predictive,JP Morgan,2020-03-18,2020-10-20,True
212318,Recruitment Automation,Internal,2020-12-02,,False
212319,PeopleLens Portal,Internal,2020-07-25,,False
212320,Vulnerability Patcher,Internal,2020-01-01,2020-10-11,False
212335,Phoenix Rewrite,Google,2020-12-12,2021-08-10,True
212339,Global Account Pitching,TechGiant,2020-01-01,,True
212349,DevOps Automation,Internal,2020-08-18,,False
212363,Tax Calculator Portal,Internal,2020-11-23,,False
212378,Recruitment Automation,Internal,2020-10-16,,False
212379,AI Recommendation Engine,Internal,2020-05-19,,False
212382,Phoenix Rewrite,Google,2020-01-01,,True
212383,Vulnerability Patcher,Internal,2020-05-17,,False
212385,Tax Calculator Portal,Internal,2020-10-18,,False
212395,Tax Calculator Portal,Internal,2020-01-01,,False
212402,Digital Brand Relaunch,RetailCorp,2020-09-13,,True
212423,Phoenix Rewrite,Google,2020-09-02,,True
212428,CRM Integration,Salesforce,2020-05-11,,True
212443,Tax Calculator Portal,Internal,2020-01-01,2020-09-14,False
212447,DataHub Predictive,JP Morgan,2020-02-15,2023-07-16,True
212454,Ledger Reconciliation,TCS,2020-09-14,2024-02-11,True
212461,Digital Brand Relaunch,RetailCorp,2020-07-02,,True
212468,Global Account Pitching,TechGiant,2020-03-20,2023-07-02,True
212480,DevOps Automation,Internal,2020-09-20,,False
212486,Kubernetes Migration,Infosys,2020-01-01,2020-07-20,True
212493,Digital Brand Relaunch,RetailCorp,2020-01-01,,True
212500,Tax Calculator Portal,Internal,2020-10-17,2021-02-23,False
212507,SLA Helpdesk Migration,TelcoGroup,2020-04-29,,True
212511,Orion API,Amazon,2020-01-01,2020-07-24,True
212513,Retail Analytics,Adobe,2020-01-01,,True
212520,Ledger Reconciliation,TCS,2020-03-02,2020-09-26,True
212528,Sentinel Security,Deloitte,2020-03-13,,True
212537,DataHub Predictive,JP Morgan,2020-08-05,2022-09-03,True
212544,PeopleLens Portal,Internal,2020-09-12,,False
212550,Recruitment Automation,Internal,2020-06-24,,False
212555,SEO & Content Campaign,Internal,2020-02-28,,False
212558,Digital Brand Relaunch,RetailCorp,2020-01-16,2020-08-23,True
212561,Vulnerability Patcher,Internal,2020-01-01,2020-08-15,False
212563,Tax Calculator Portal,Internal,2020-11-07,,False
212574,SLA Helpdesk Migration,TelcoGroup,2020-01-12,,True
212595,PeopleLens Portal,Internal,2020-02-12,,False
212603,Recruitment Automation,Internal,2020-07-30,,False
212605,Tax Calculator Portal,Internal,2020-08-22,,False
212610,CloudMigrate v2,Oracle,2020-09-12,,True
212616,Retail Analytics,Adobe,2020-12-21,,True
212627,Ledger Reconciliation,TCS,2020-10-25,,True
212630,Desktop Automation Support,Internal,2020-03-25,,False
212634,Global Account Pitching,TechGiant,2020-10-27,2026-01-18,True
212638,Penetration Testing,Accenture,2020-05-02,2025-08-27,True
212640,SEO & Content Campaign,Internal,2020-12-27,,False
212650,CloudMigrate v2,Oracle,2020-02-09,,True
212657,CloudMigrate v2,Oracle,2020-12-24,,True
212662,Digital Brand Relaunch,RetailCorp,2020-01-01,2020-10-12,True
212667,PeopleLens Portal,Internal,2020-04-19,,False
212669,SEO & Content Campaign,Internal,2020-03-04,2023-09-28,False
212678,Phoenix Rewrite,Google,2020-08-30,,True
212684,Phoenix Rewrite,Google,2020-09-02,,True
212688,AI Recommendation Engine,Internal,2020-10-04,2022-11-13,False
212692,CRM Integration,Salesforce,2020-10-22,,True
212700,Orion API,Amazon,2020-10-13,,True
212704,Digital Brand Relaunch,RetailCorp,2020-07-18,,True
212711,Global Account Pitching,TechGiant,2020-01-01,,True
212729,Sentinel Security,Deloitte,2020-11-24,2020-12-16,True
212730,Orion API,Amazon,2020-03-18,2021-08-06,True
212735,Global Account Pitching,TechGiant,2020-07-06,,True
212738,Global Account Pitching,TechGiant,2020-01-09,,True
212739,Global Account Pitching,TechGiant,2020-11-26,2023-02-26,True
212748,DevOps Automation,Internal,2020-06-01,,False
212749,PeopleLens Portal,Internal,2020-09-09,,False
212753,Penetration Testing,Accenture,2020-08-27,,True
212769,DataHub Predictive,JP Morgan,2020-01-01,2020-07-09,True
212770,PeopleLens Portal,Internal,2020-07-03,,False
212787,Orion API,Amazon,2020-02-02,2020-12-15,True
212795,Orion API,Amazon,2020-07-20,,True
212804,Recruitment Automation,Internal,2020-01-01,2020-06-29,False
212805,Recruitment Automation,Internal,2020-04-29,,False
212830,Kubernetes Migration,Infosys,2020-02-17,2020-09-16,True
212839,CRM Integration,Salesforce,2020-12-18,2020-12-30,True
212841,Global Account Pitching,TechGiant,2020-01-01,2020-07-17,True
212842,Phoenix Rewrite,Google,2020-01-01,,True
212853,SEO & Content Campaign,Internal,2020-07-15,,False
212865,AI Recommendation Engine,Internal,2020-05-21,,False
