exit_id,employee_id,exit_date,exit_reason,voluntary
701759,210004,2026-06-24,Better Opportunity,Yes
701760,210007,2025-08-15,Compensation,Yes
701761,210010,2024-11-01,Career Growth,Yes
701762,210011,2025-10-20,Compensation,Yes
701763,210015,2026-05-23,Career Growth,Yes
701764,210017,2025-04-09,Better Opportunity,Yes
701765,210019,2026-04-28,Personal Reasons,Yes
701766,210027,2026-02-23,Better Opportunity,Yes
701767,210029,2023-08-09,Career Growth,Yes
701768,210031,2026-02-12,Career Growth,Yes
701769,210040,2022-02-19,Better Opportunity,Yes
701770,210049,2022-12-18,Better Opportunity,Yes
701771,210054,2025-11-13,Better Opportunity,Yes
701772,210056,2023-11-04,Better Opportunity,Yes
701773,210063,2022-08-15,Career Growth,Yes
701774,210077,2023-01-31,Personal Reasons,Yes
701775,210089,2026-07-04,Better Opportunity,Yes
701776,210091,2025-11-14,Better Opportunity,Yes
701777,210102,2026-06-17,Better Opportunity,Yes
701778,210103,2020-01-27,Performance Issues,No
701779,210105,2025-06-07,Better Opportunity,Yes
701780,210106,2025-01-14,Relocation,Yes
701781,210110,2024-07-20,Better Opportunity,Yes
701782,210117,2026-03-09,Higher Education,Yes
701783,210127,2026-02-10,Better Opportunity,Yes
701784,210128,2021-11-24,Better Opportunity,Yes
701785,210129,2021-06-27,Better Opportunity,Yes
701786,210135,2022-12-19,Better Opportunity,Yes
701787,210138,2024-04-14,Career Growth,Yes
701788,210141,2024-01-14,Better Opportunity,Yes
701789,210145,2026-03-05,Performance Issues,No
701790,210147,2022-01-17,Personal Reasons,Yes
701791,210155,2022-08-15,Relocation,Yes
701792,210156,2025-07-21,Better Opportunity,Yes
701793,210164,2024-06-05,Better Opportunity,Yes
701794,210167,2024-03-17,Relocation,Yes
701795,210181,2024-04-07,Relocation,Yes
701796,210188,2024-09-09,Compensation,Yes
701797,210190,2026-03-12,Compensation,Yes
701798,210195,2024-08-31,Career Growth,Yes
701799,210197,2025-07-31,Better Opportunity,Yes
701800,210221,2026-06-05,Better Opportunity,Yes
701801,210227,2024-05-01,Career Growth,Yes
701802,210246,2026-05-31,Relocation,Yes
701803,210247,2024-12-02,Career Growth,Yes
701804,210259,2025-05-11,Compensation,Yes
701805,210263,2025-06-20,Career Growth,Yes
701806,210264,2025-11-28,Better Opportunity,Yes
701807,210268,2025-09-06,Compensation,Yes
701808,210270,2025-04-14,Career Growth,Yes
701809,210273,2025-04-08,Compensation,Yes
701810,210285,2024-08-18,Compensation,Yes
701811,210287,2021-06-03,Better Opportunity,Yes
701812,210291,2023-11-21,Career Growth,Yes
701813,210293,2020-07-01,Career Growth,Yes
701814,210296,2023-12-24,Compensation,Yes
701815,210297,2024-07-01,Personal Reasons,Yes
701816,210306,2022-12-01,Better Opportunity,Yes
701817,210309,2026-02-21,Career Growth,Yes
701818,210316,2023-03-31,Better Opportunity,Yes
701819,210317,2025-12-06,Compensation,Yes
701820,210318,2024-02-18,Career Growth,Yes
701821,210323,2025-11-02,Relocation,Yes
701822,210336,2024-07-02,Personal Reasons,Yes
701823,210339,2026-03-24,Compensation,Yes
701824,210344,2026-02-23,Personal Reasons,Yes
701825,210346,2023-10-05,Career Growth,Yes
701826,210351,2025-06-30,Career Growth,Yes
701827,210352,2025-09-12,Career Growth,Yes
701828,210354,2025-11-13,Better Opportunity,Yes
701829,210357,2023-08-01,Career Growth,Yes
701830,210360,2023-04-23,Career Growth,Yes
701831,210366,2020-02-01,Better Opportunity,Yes
701832,210368,2025-12-04,Better Opportunity,Yes
701833,210371,2024-10-04,Career Growth,Yes
701834,210377,2025-05-14,Career Growth,Yes
701835,210380,2025-09-02,Career Growth,Yes
701836,210384,2026-05-11,Relocation,Yes
701837,210397,2026-06-23,Personal Reasons,Yes
701838,210404,2023-12-12,Better Opportunity,Yes
701839,210414,2021-12-15,Better Opportunity,Yes
701840,210416,2022-03-31,Personal Reasons,Yes
701841,210421,2020-12-19,Better Opportunity,Yes
701842,210423,2022-09-18,Better Opportunity,Yes
701843,210428,2021-04-12,Career Growth,Yes
701844,210431,2026-02-24,Compensation,Yes
701845,210434,2026-06-23,Career Growth,Yes
701846,210443,2024-03-20,Personal Reasons,Yes
701847,210444,2021-04-15,Career Growth,Yes
701848,210449,2022-08-31,Career Growth,Yes
701849,210451,2025-04-28,Better Opportunity,Yes
701850,210458,2023-02-04,Higher Education,Yes
701851,210464,2021-10-10,Better Opportunity,Yes
701852,210467,2025-09-15,Higher Education,Yes
701853,210468,2025-12-18,Career Growth,Yes
701854,210470,2025-06-01,Career Growth,Yes
701855,210473,2025-07-19,Higher Education,Yes
701856,210478,2025-08-26,Better Opportunity,Yes
701857,210484,2026-03-30,Career Growth,Yes
701858,210485,2025-11-26,Career Growth,Yes
701859,210497,2026-04-06,Career Growth,Yes
701860,210507,2025-04-24,Compensation,Yes
701861,210508,2024-01-02,Career Growth,Yes
701862,210515,2019-06-05,Relocation,Yes
701863,210517,2025-11-18,Better Opportunity,Yes
701864,210539,2026-05-28,Better Opportunity,Yes
701865,210540,2026-06-10,Better Opportunity,Yes
701866,210545,2022-07-13,Career Growth,Yes
701867,210547,2022-12-17,Better Opportunity,Yes
701868,210555,2026-02-25,Better Opportunity,Yes
701869,210559,2023-02-02,Career Growth,Yes
701870,210564,2024-04-10,Career Growth,Yes
701871,210572,2026-06-16,Better Opportunity,Yes
701872,210580,2025-12-28,Better Opportunity,Yes
701873,210588,2025-07-14,Performance Issues,No
701874,210590,2024-06-20,Compensation,Yes
701875,210604,2020-11-13,Better Opportunity,Yes
701876,210606,2023-07-13,Compensation,Yes
701877,210615,2024-12-30,Better Opportunity,Yes
701878,210620,2022-06-17,Better Opportunity,Yes
701879,210621,2021-07-04,Career Growth,Yes
701880,210631,2021-10-15,Better Opportunity,Yes
701881,210634,2026-06-10,Compensation,Yes
701882,210647,2022-02-16,Relocation,Yes
701883,210650,2022-04-09,Better Opportunity,Yes
701884,210653,2025-03-28,Better Opportunity,Yes
701885,210655,2022-05-30,Personal Reasons,Yes
701886,210657,2026-06-28,Compensation,Yes
701887,210660,2025-12-18,Career Growth,Yes
701888,210664,2024-10-18,Relocation,Yes
701889,210679,2022-06-18,Better Opportunity,Yes
701890,210682,2022-07-28,Relocation,Yes
701891,210687,2025-05-06,Better Opportunity,Yes
701892,210691,2023-10-12,Better Opportunity,Yes
701893,210695,2024-06-25,Personal Reasons,Yes
701894,210707,2026-05-24,Better Opportunity,Yes
701895,210709,2023-05-07,Relocation,Yes
701896,210725,2026-02-26,Better Opportunity,Yes
701897,210733,2021-10-17,Career Growth,Yes
701898,210742,2023-06-09,Compensation,Yes
701899,210760,2021-11-25,Compensation,Yes
701900,210770,2025-02-03,Personal Reasons,Yes
701901,210784,2026-04-18,Better Opportunity,Yes
701902,210790,2024-05-11,Career Growth,Yes
701903,210791,2023-06-12,Career Growth,Yes
701904,210799,2025-06-23,Better Opportunity,Yes
701905,210817,2023-12-14,Compensation,Yes
701906,210821,2025-05-08,Compensation,Yes
701907,210822,2026-06-23,Relocation,Yes
701908,210832,2022-09-02,Personal Reasons,Yes
701909,210834,2025-03-03,Career Growth,Yes
701910,210842,2020-01-17,Better Opportunity,Yes
701911,210843,2026-06-01,Career Growth,Yes
701912,210846,2025-11-05,Better Opportunity,Yes
701913,210849,2026-04-20,Career Growth,Yes
701914,210850,2022-12-23,Higher Education,Yes
701915,210852,2022-07-14,Better Opportunity,Yes
701916,210857,2025-04-05,Career Growth,Yes
701917,210863,2021-01-29,Better Opportunity,Yes
701918,210865,2022-05-01,Career Growth,Yes
701919,210866,2023-08-08,Better Opportunity,Yes
701920,210870,2023-11-28,Career Growth,Yes
701921,210871,2026-06-05,Better Opportunity,Yes
701922,210874,2026-03-30,Better Opportunity,Yes
701923,210876,2023-12-16,Career Growth,Yes
701924,210879,2025-02-16,Better Opportunity,Yes
701925,210887,2021-03-23,Better Opportunity,Yes
701926,210900,2024-06-27,Better Opportunity,Yes
701927,210903,2021-08-04,Compensation,Yes
701928,210922,2025-07-22,Career Growth,Yes
701929,210967,2026-05-01,Better Opportunity,Yes
701930,210969,2026-06-28,Better Opportunity,Yes
701931,210978,2020-08-08,Better Opportunity,Yes
701932,210997,2022-10-10,Career Growth,Yes
701933,210999,2024-02-04,Better Opportunity,Yes
701934,211002,2026-02-24,Career Growth,Yes
701935,211019,2024-03-28,Better Opportunity,Yes
701936,211020,2025-02-26,Personal Reasons,Yes
701937,211026,2026-06-05,Career Growth,Yes
701938,211029,2026-06-21,Career Growth,Yes
701939,211052,2024-04-28,Better Opportunity,Yes
701940,211056,2024-04-14,Better Opportunity,Yes
701941,211068,2025-11-20,Better Opportunity,Yes
701942,211071,2025-08-26,Better Opportunity,Yes
701943,211072,2025-07-21,Better Opportunity,Yes
701944,211074,2026-06-19,Career Growth,Yes
701945,211086,2022-03-27,Better Opportunity,Yes
701946,211090,2020-03-27,Better Opportunity,Yes
701947,211093,2026-04-16,Career Growth,Yes
701948,211121,2025-12-31,Personal Reasons,Yes
701949,211131,2025-05-25,Better Opportunity,Yes
701950,211141,2025-08-11,Personal Reasons,Yes
701951,211161,2021-02-24,Career Growth,Yes
701952,211166,2020-11-26,Career Growth,Yes
701953,211170,2024-08-28,Better Opportunity,Yes
701954,211175,2026-06-27,Better Opportunity,Yes
701955,211186,2026-04-04,Better Opportunity,Yes
701956,211201,2025-06-29,Personal Reasons,Yes
701957,211207,2021-02-05,Compensation,Yes
701958,211216,2025-06-20,Relocation,Yes
701959,211220,2022-01-04,Better Opportunity,Yes
701960,211229,2025-01-03,Career Growth,Yes
701961,211231,2020-02-15,Personal Reasons,Yes
701962,211232,2024-02-25,Better Opportunity,Yes
701963,211235,2023-08-09,Better Opportunity,Yes
701964,211242,2024-10-28,Compensation,Yes
701965,211243,2025-02-15,Career Growth,Yes
701966,211245,2024-11-27,Better Opportunity,Yes
701967,211259,2023-03-18,Better Opportunity,Yes
701968,211260,2025-07-14,Better Opportunity,Yes
701969,211264,2020-03-16,Better Opportunity,Yes
701970,211266,2022-11-15,Better Opportunity,Yes
701971,211268,2022-01-05,Personal Reasons,Yes
701972,211269,2026-04-01,Better Opportunity,Yes
701973,211274,2024-09-17,Compensation,Yes
701974,211277,2025-06-29,Career Growth,Yes
701975,211281,2025-08-04,Career Growth,Yes
701976,211284,2026-05-21,Career Growth,Yes
701977,211304,2026-05-03,Personal Reasons,Yes
701978,211307,2025-06-17,Career Growth,Yes
701979,211309,2025-12-24,Career Growth,Yes
701980,211315,2025-11-13,Better Opportunity,Yes
701981,211316,2023-05-31,Compensation,Yes
701982,211330,2025-12-29,Better Opportunity,Yes
701983,211338,2026-03-17,Better Opportunity,Yes
701984,211350,2024-04-24,Career Growth,Yes
701985,211352,2025-04-08,Better Opportunity,Yes
701986,211361,2026-05-27,Better Opportunity,Yes
701987,211365,2022-10-15,Compensation,Yes
701988,211371,2026-01-21,Better Opportunity,Yes
701989,211377,2024-06-03,Career Growth,Yes
701990,211380,2023-01-30,Personal Reasons,Yes
701991,211387,2026-02-04,Better Opportunity,Yes
701992,211392,2025-09-23,Compensation,Yes
701993,211401,2023-03-08,Personal Reasons,Yes
701994,211406,2026-05-19,Personal Reasons,Yes
701995,211407,2026-02-09,Compensation,Yes
701996,211410,2023-04-09,Career Growth,Yes
701997,211414,2025-07-22,Performance Issues,No
701998,211415,2022-09-23,Career Growth,Yes
701999,211420,2019-10-20,Compensation,Yes
702000,211423,2021-09-28,Career Growth,Yes
702001,211427,2023-02-23,Personal Reasons,Yes
702002,211436,2024-12-01,Better Opportunity,Yes
702003,211450,2025-01-29,Better Opportunity,Yes
702004,211461,2026-06-16,Compensation,Yes
702005,211474,2022-08-27,Personal Reasons,Yes
702006,211475,2023-09-11,Better Opportunity,Yes
702007,211478,2024-09-01,Compensation,Yes
702008,211482,2022-12-04,Compensation,Yes
702009,211485,2023-06-06,Better Opportunity,Yes
702010,211486,2021-06-09,Personal Reasons,Yes
702011,211490,2024-12-22,Performance Issues,No
702012,211496,2024-11-03,Better Opportunity,Yes
702013,211502,2024-04-27,Personal Reasons,Yes
702014,211505,2024-11-07,Personal Reasons,Yes
702015,211508,2026-05-23,Better Opportunity,Yes
702016,211510,2025-01-28,Better Opportunity,Yes
702017,211511,2026-05-16,Career Growth,Yes
702018,211515,2025-10-23,Career Growth,Yes
702019,211520,2021-01-06,Compensation,Yes
702020,211521,2024-04-13,Better Opportunity,Yes
702021,211524,2019-10-30,Better Opportunity,Yes
702022,211527,2021-02-18,Better Opportunity,Yes
702023,211534,2024-04-11,Compensation,Yes
702024,211543,2026-03-30,Better Opportunity,Yes
702025,211544,2023-10-25,Better Opportunity,Yes
702026,211564,2022-08-20,Compensation,Yes
702027,211571,2023-06-24,Relocation,Yes
702028,211572,2025-10-01,Career Growth,Yes
702029,211585,2022-07-09,Better Opportunity,Yes
702030,211598,2025-04-11,Better Opportunity,Yes
702031,211599,2024-01-29,Career Growth,Yes
702032,211604,2020-11-10,Performance Issues,No
702033,211610,2026-02-24,Better Opportunity,Yes
702034,211627,2022-12-15,Better Opportunity,Yes
702035,211633,2024-11-02,Better Opportunity,Yes
702036,211637,2024-05-25,Performance Issues,No
702037,211638,2026-05-12,Better Opportunity,Yes
702038,211642,2024-02-28,Personal Reasons,Yes
702039,211657,2024-11-01,Career Growth,Yes
702040,211660,2025-09-28,Compensation,Yes
702041,211667,2023-05-04,Relocation,Yes
702042,211693,2025-12-12,Better Opportunity,Yes
702043,211697,2022-01-04,Compensation,Yes
702044,211703,2025-11-26,Better Opportunity,Yes
702045,211709,2026-04-23,Better Opportunity,Yes
702046,211713,2025-12-04,Career Growth,Yes
702047,211716,2025-10-30,Career Growth,Yes
702048,211722,2022-03-28,Career Growth,Yes
702049,211729,2025-06-12,Personal Reasons,Yes
702050,211734,2025-08-26,Performance Issues,No
702051,211739,2025-01-13,Career Growth,Yes
702052,211741,2026-02-27,Compensation,Yes
702053,211748,2023-12-21,Performance Issues,No
702054,211749,2023-01-29,Compensation,Yes
702055,211751,2024-07-19,Better Opportunity,Yes
702056,211754,2024-11-23,Personal Reasons,Yes
702057,211755,2022-02-07,Compensation,Yes
702058,211756,2022-07-29,Better Opportunity,Yes
702059,211757,2024-11-26,Career Growth,Yes
702060,211758,2026-04-15,Personal Reasons,Yes
702061,211760,2025-07-07,Better Opportunity,Yes
702062,211765,2024-06-24,Performance Issues,No
702063,211768,2025-12-30,Performance Issues,No
702064,211772,2020-07-08,Better Opportunity,Yes
702065,211780,2024-04-28,Better Opportunity,Yes
702066,211782,2022-03-13,Better Opportunity,Yes
702067,211788,2026-02-07,Relocation,Yes
702068,211794,2024-04-18,Better Opportunity,Yes
702069,211796,2026-05-10,Personal Reasons,Yes
702070,211801,2023-09-02,Better Opportunity,Yes
702071,211804,2026-06-23,Performance Issues,No
702072,211807,2023-07-01,Relocation,Yes
702073,211809,2023-03-05,Better Opportunity,Yes
702074,211811,2025-07-16,Better Opportunity,Yes
702075,211814,2023-02-28,Compensation,Yes
702076,211820,2024-02-05,Better Opportunity,Yes
702077,211823,2026-03-17,Better Opportunity,Yes
702078,211824,2024-06-16,Compensation,Yes
702079,211827,2023-06-07,Better Opportunity,Yes
702080,211829,2025-10-04,Better Opportunity,Yes
702081,211833,2021-05-06,Better Opportunity,Yes
702082,211834,2025-06-27,Compensation,Yes
702083,211838,2026-05-18,Better Opportunity,Yes
702084,211849,2026-02-26,Career Growth,Yes
702085,211852,2026-06-26,Personal Reasons,Yes
702086,211870,2025-09-21,Better Opportunity,Yes
702087,211871,2023-02-16,Better Opportunity,Yes
702088,211889,2025-09-13,Career Growth,Yes
702089,211895,2022-03-17,Career Growth,Yes
702090,211901,2024-06-30,Better Opportunity,Yes
702091,211905,2026-06-08,Compensation,Yes
702092,211907,2026-05-27,Better Opportunity,Yes
702093,211910,2024-02-29,Personal Reasons,Yes
702094,211918,2026-05-23,Career Growth,Yes
702095,211924,2024-01-10,Career Growth,Yes
702096,211926,2025-03-29,Better Opportunity,Yes
702097,211927,2022-10-04,Career Growth,Yes
702098,211944,2025-01-28,Personal Reasons,Yes
702099,211946,2024-07-12,Better Opportunity,Yes
702100,211957,2026-03-23,Personal Reasons,Yes
702101,211961,2025-05-06,Performance Issues,No
702102,211963,2021-11-18,Better Opportunity,Yes
702103,211971,2025-09-06,Career Growth,Yes
702104,211974,2026-03-21,Compensation,Yes
702105,211982,2023-09-12,Performance Issues,No
702106,211986,2024-07-18,Better Opportunity,Yes
702107,211987,2024-12-26,Better Opportunity,Yes
702108,211988,2025-01-17,Better Opportunity,Yes
702109,211991,2022-07-29,Better Opportunity,Yes
702110,212013,2024-04-02,Higher Education,Yes
702111,212022,2026-07-01,Personal Reasons,Yes
702112,212026,2026-06-18,Compensation,Yes
702113,212045,2022-07-13,Personal Reasons,Yes
702114,212049,2025-02-17,Compensation,Yes
702115,212051,2026-02-07,Higher Education,Yes
702116,212062,2025-09-06,Personal Reasons,Yes
702117,212068,2025-05-22,Relocation,Yes
702118,212071,2025-09-01,Better Opportunity,Yes
702119,212083,2025-12-29,Career Growth,Yes
702120,212089,2023-04-25,Better Opportunity,Yes
702121,212094,2026-05-27,Career Growth,Yes
702122,212105,2024-09-15,Better Opportunity,Yes
702123,212106,2025-03-08,Better Opportunity,Yes
702124,212110,2025-04-26,Personal Reasons,Yes
702125,212132,2023-11-23,Personal Reasons,Yes
702126,212134,2025-11-07,Compensation,Yes
702127,212137,2022-12-07,Career Growth,Yes
702128,212152,2026-06-08,Compensation,Yes
702129,212158,2020-10-17,Compensation,Yes
702130,212164,2026-06-20,Better Opportunity,Yes
702131,212179,2019-04-15,Career Growth,Yes
702132,212180,2025-10-24,Personal Reasons,Yes
702133,212185,2024-07-18,Personal Reasons,Yes
702134,212186,2024-09-12,Better Opportunity,Yes
702135,212193,2023-11-12,Compensation,Yes
702136,212198,2024-10-11,Better Opportunity,Yes
702137,212200,2021-04-03,Personal Reasons,Yes
702138,212203,2025-09-26,Better Opportunity,Yes
702139,212205,2019-11-05,Better Opportunity,Yes
702140,212206,2025-11-14,Better Opportunity,Yes
702141,212211,2025-05-23,Personal Reasons,Yes
702142,212217,2023-12-24,Better Opportunity,Yes
702143,212226,2024-06-29,Better Opportunity,Yes
702144,212227,2022-07-14,Personal Reasons,Yes
702145,212233,2023-01-28,Career Growth,Yes
702146,212242,2026-06-18,Relocation,Yes
702147,212244,2025-12-04,Compensation,Yes
702148,212252,2026-06-24,Career Growth,Yes
702149,212253,2025-05-23,Better Opportunity,Yes
702150,212260,2023-07-23,Better Opportunity,Yes
702151,212263,2025-11-15,Personal Reasons,Yes
702152,212276,2023-09-06,Career Growth,Yes
702153,212287,2025-12-15,Career Growth,Yes
702154,212289,2023-07-04,Better Opportunity,Yes
702155,212294,2026-02-28,Personal Reasons,Yes
702156,212295,2025-12-14,Better Opportunity,Yes
702157,212300,2024-03-14,Better Opportunity,Yes
702158,212302,2025-09-05,Career Growth,Yes
702159,212304,2021-10-14,Personal Reasons,Yes
702160,212323,2019-10-26,Compensation,Yes
702161,212330,2024-05-29,Better Opportunity,Yes
702162,212332,2023-06-12,Better Opportunity,Yes
702163,212337,2025-05-27,Career Growth,Yes
702164,212343,2022-12-27,Relocation,Yes
702165,212353,2024-11-03,Better Opportunity,Yes
702166,212354,2024-07-05,Better Opportunity,Yes
702167,212357,2026-04-03,Better Opportunity,Yes
702168,212361,2025-06-05,Career Growth,Yes
702169,212364,2023-05-19,Better Opportunity,Yes
702170,212394,2021-02-08,Personal Reasons,Yes
702171,212399,2024-07-06,Compensation,Yes
702172,212404,2023-03-06,Higher Education,Yes
702173,212408,2021-10-04,Career Growth,Yes
702174,212410,2026-04-28,Better Opportunity,Yes
702175,212434,2023-04-02,Career Growth,Yes
702176,212440,2023-03-04,Personal Reasons,Yes
702177,212441,2022-08-09,Better Opportunity,Yes
702178,212444,2024-09-26,Compensation,Yes
702179,212446,2023-08-07,Better Opportunity,Yes
702180,212449,2025-01-25,Better Opportunity,Yes
702181,212452,2024-06-01,Better Opportunity,Yes
702182,212454,2025-11-13,Personal Reasons,Yes
702183,212455,2026-01-06,Better Opportunity,Yes
702184,212458,2023-03-14,Better Opportunity,Yes
702185,212461,2026-04-25,Career Growth,Yes
702186,212466,2025-08-08,Performance Issues,No
702187,212476,2024-01-13,Career Growth,Yes
702188,212479,2025-03-24,Relocation,Yes
702189,212481,2026-07-07,Better Opportunity,Yes
702190,212484,2023-05-18,Career Growth,Yes
702191,212487,2022-04-12,Better Opportunity,Yes
702192,212492,2026-05-13,Performance Issues,No
702193,212493,2025-04-01,Career Growth,Yes
702194,212497,2020-12-10,Personal Reasons,Yes
702195,212499,2026-07-04,Personal Reasons,Yes
702196,212500,2020-09-16,Better Opportunity,Yes
702197,212504,2025-02-09,Personal Reasons,Yes
702198,212507,2022-11-01,Better Opportunity,Yes
702199,212522,2026-06-27,Better Opportunity,Yes
702200,212525,2025-11-06,Better Opportunity,Yes
702201,212534,2025-06-29,Personal Reasons,Yes
702202,212540,2025-11-04,Performance Issues,No
702203,212542,2024-12-28,Compensation,Yes
702204,212550,2024-07-24,Career Growth,Yes
702205,212551,2023-01-16,Performance Issues,No
702206,212552,2023-03-04,Compensation,Yes
702207,212553,2021-12-24,Personal Reasons,Yes
702208,212557,2022-07-16,Career Growth,Yes
702209,212561,2023-08-20,Compensation,Yes
702210,212569,2026-01-28,Relocation,Yes
702211,212573,2025-03-05,Performance Issues,No
702212,212574,2020-01-01,Better Opportunity,Yes
702213,212579,2022-12-28,Better Opportunity,Yes
702214,212582,2023-05-12,Personal Reasons,Yes
702215,212584,2021-12-09,Compensation,Yes
702216,212594,2023-03-17,Compensation,Yes
702217,212601,2026-05-08,Higher Education,Yes
702218,212602,2026-02-25,Better Opportunity,Yes
702219,212605,2026-02-22,Personal Reasons,Yes
702220,212612,2026-05-19,Compensation,Yes
702221,212622,2026-02-11,Better Opportunity,Yes
702222,212624,2025-05-10,Compensation,Yes
702223,212631,2026-03-23,Compensation,Yes
702224,212637,2025-12-04,Personal Reasons,Yes
702225,212640,2025-04-06,Better Opportunity,Yes
702226,212645,2021-04-26,Career Growth,Yes
702227,212647,2025-08-14,Better Opportunity,Yes
702228,212657,2023-02-10,Personal Reasons,Yes
702229,212660,2024-03-25,Relocation,Yes
702230,212667,2023-09-26,Career Growth,Yes
702231,212676,2026-04-09,Personal Reasons,Yes
702232,212685,2025-11-27,Personal Reasons,Yes
702233,212695,2023-10-09,Personal Reasons,Yes
702234,212699,2025-02-03,Better Opportunity,Yes
702235,212700,2026-04-07,Better Opportunity,Yes
702236,212708,2020-07-28,Compensation,Yes
702237,212716,2022-07-17,Better Opportunity,Yes
702238,212718,2026-03-13,Career Growth,Yes
702239,212722,2025-01-20,Career Growth,Yes
702240,212723,2026-04-26,Better Opportunity,Yes
702241,212727,2026-01-11,Career Growth,Yes
702242,212728,2021-11-30,Better Opportunity,Yes
702243,212730,2026-03-06,Better Opportunity,Yes
702244,212735,2024-06-21,Personal Reasons,Yes
702245,212742,2022-05-31,Better Opportunity,Yes
702246,212743,2024-07-28,Better Opportunity,Yes
702247,212744,2023-03-14,Better Opportunity,Yes
702248,212751,2025-02-06,Better Opportunity,Yes
702249,212757,2022-08-30,Better Opportunity,Yes
702250,212764,2025-05-26,Better Opportunity,Yes
702251,212768,2025-11-26,Personal Reasons,Yes
702252,212775,2026-03-25,Compensation,Yes
702253,212804,2026-03-03,Compensation,Yes
702254,212813,2026-06-03,Better Opportunity,Yes
702255,212817,2024-01-25,Career Growth,Yes
702256,212832,2025-04-16,Better Opportunity,Yes
702257,212837,2025-08-18,Career Growth,Yes
702258,212858,2025-12-02,Personal Reasons,Yes
702259,212862,2023-05-27,Better Opportunity,Yes
702260,212863,2022-07-23,Compensation,Yes
702261,212865,2026-01-14,Performance Issues,No
702262,212869,2026-04-20,Career Growth,Yes
702263,212875,2024-06-05,Personal Reasons,Yes
702264,212876,2025-09-01,Compensation,Yes
702265,212877,2025-11-15,Personal Reasons,Yes
702266,212902,2022-08-15,Higher Education,Yes
702267,212913,2024-05-18,Higher Education,Yes
702268,212914,2024-11-18,Better Opportunity,Yes
702269,212923,2024-08-12,Better Opportunity,Yes
702270,212929,2025-08-19,Compensation,Yes
702271,212937,2020-02-04,Relocation,Yes
702272,212944,2026-02-21,Personal Reasons,Yes
702273,212948,2026-05-07,Better Opportunity,Yes
702274,212949,2026-02-01,Career Growth,Yes
702275,212959,2025-10-30,Better Opportunity,Yes
702276,212963,2024-08-06,Personal Reasons,Yes
702277,212965,2025-01-28,Career Growth,Yes
702278,212967,2024-07-15,Better Opportunity,Yes
702279,212970,2026-01-09,Relocation,Yes
702280,212985,2025-11-20,Better Opportunity,Yes
702281,212988,2025-04-26,Better Opportunity,Yes
702282,212998,2026-04-01,Better Opportunity,Yes
702283,213000,2023-03-19,Better Opportunity,Yes
702284,213002,2021-04-18,Performance Issues,No
702285,213008,2025-08-14,Compensation,Yes
702286,213010,2022-06-03,Better Opportunity,Yes
702287,213011,2023-05-08,Better Opportunity,Yes
702288,213014,2024-11-06,Better Opportunity,Yes
702289,213021,2025-06-12,Personal Reasons,Yes
702290,213024,2025-07-23,Career Growth,Yes
702291,213025,2025-09-01,Performance Issues,No
702292,213032,2024-02-07,Career Growth,Yes
702293,213033,2025-05-19,Better Opportunity,Yes
702294,213036,2019-07-19,Career Growth,Yes
702295,213038,2024-10-18,Career Growth,Yes
702296,213041,2024-10-05,Compensation,Yes
702297,213046,2024-06-06,Better Opportunity,Yes
702298,213050,2021-01-25,Relocation,Yes
702299,213051,2025-01-01,Performance Issues,No
702300,213055,2020-07-01,Better Opportunity,Yes
702301,213056,2023-12-16,Career Growth,Yes
702302,213066,2026-05-26,Better Opportunity,Yes
702303,213072,2026-04-24,Career Growth,Yes
702304,213073,2026-06-10,Better Opportunity,Yes
702305,213080,2026-03-15,Personal Reasons,Yes
702306,213088,2023-11-30,Compensation,Yes
702307,213089,2024-01-18,Career Growth,Yes
702308,213095,2023-01-24,Personal Reasons,Yes
702309,213116,2025-12-13,Relocation,Yes
702310,213119,2026-03-02,Compensation,Yes
702311,213126,2024-06-22,Better Opportunity,Yes
702312,213127,2026-02-03,Better Opportunity,Yes
702313,213129,2025-01-11,Personal Reasons,Yes
702314,213133,2024-05-24,Career Growth,Yes
702315,213134,2022-05-27,Relocation,Yes
702316,213138,2026-06-06,Personal Reasons,Yes
702317,213160,2026-06-14,Better Opportunity,Yes
702318,213164,2026-04-24,Personal Reasons,Yes
702319,213172,2025-10-02,Better Opportunity,Yes
702320,213182,2026-01-20,Relocation,Yes
702321,213183,2024-03-04,Career Growth,Yes
702322,213201,2023-02-19,Better Opportunity,Yes
702323,213205,2024-11-21,Compensation,Yes
702324,213212,2024-12-30,Relocation,Yes
702325,213215,2022-04-06,Relocation,Yes
702326,213219,2025-12-12,Career Growth,Yes
702327,213220,2023-11-18,Personal Reasons,Yes
702328,213237,2024-03-28,Career Growth,Yes
702329,213242,2025-12-09,Better Opportunity,Yes
702330,213243,2024-03-10,Career Growth,Yes
702331,213249,2025-06-03,Better Opportunity,Yes
702332,213252,2024-12-12,Compensation,Yes
702333,213253,2026-04-14,Career Growth,Yes
702334,213258,2026-04-15,Career Growth,Yes
702335,213264,2026-03-09,Better Opportunity,Yes
702336,213273,2020-05-16,Personal Reasons,Yes
702337,213276,2026-03-26,Higher Education,Yes
702338,213286,2025-10-08,Better Opportunity,Yes
702339,213299,2024-03-12,Relocation,Yes
702340,213313,2026-06-07,Better Opportunity,Yes
702341,213321,2023-09-30,Career Growth,Yes
702342,213326,2020-10-11,Career Growth,Yes
702343,213341,2026-06-11,Performance Issues,No
702344,213343,2025-03-20,Better Opportunity,Yes
