employee_id,project_id,project_name,project_type,client_industry,start_date,end_date,role_in_project
EMP_03048,PRJ_0048,Project_0048,Consulting,Manufacturing,2023-09-02,2024-02-01,Senior Developer
EMP_03048,PRJ_0063,Project_0063,Product Development,Manufacturing,2023-09-02,2023-10-19,Developer
EMP_03048,PRJ_0160,Project_0160,Consulting,Healthcare,2023-09-02,2024-12-31,Consultant
EMP_03049,PRJ_0079,Project_0079,Consulting,Logistics,2021-12-26,2022-11-21,Manager
EMP_03050,PRJ_0069,Project_0069,R&D,BFSI,2021-07-15,2021-11-09,Consultant
EMP_03050,PRJ_0181,Project_0181,Managed Services,Manufacturing,2019-01-22,2019-08-05,Consultant
EMP_03051,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2022-05-19,2024-12-31,Developer
EMP_03051,PRJ_0139,Project_0139,Internal,BFSI,2022-12-26,2024-12-31,Manager
EMP_03052,PRJ_0041,Project_0041,Consulting,BFSI,2022-10-03,2023-03-05,Developer
EMP_03052,PRJ_0096,Project_0096,Product Development,BFSI,2022-10-03,2023-06-01,Manager
EMP_03052,PRJ_0028,Project_0028,Product Development,Healthcare,2022-10-03,2023-03-17,Tech Lead
EMP_03052,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2022-10-03,2024-12-31,DevOps
EMP_03053,PRJ_0151,Project_0151,Product Development,Healthcare,2022-11-04,2023-08-31,Developer
EMP_03053,PRJ_0182,Project_0182,Managed Services,BFSI,2022-07-14,2024-01-05,Developer
EMP_03053,PRJ_0013,Project_0013,Consulting,Healthcare,2022-09-08,2024-12-26,Consultant
EMP_03054,PRJ_0154,Project_0154,Consulting,Healthcare,2023-05-03,2024-07-07,QA Engineer
EMP_03054,PRJ_0074,Project_0074,Managed Services,Telecom,2023-05-03,2024-03-19,QA Engineer
EMP_03054,PRJ_0132,Project_0132,R&D,BFSI,2023-05-03,2024-07-07,QA Engineer
EMP_03054,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-05-03,2024-07-07,DevOps
EMP_03055,PRJ_0089,Project_0089,Product Development,Manufacturing,2022-11-21,2024-02-14,QA Engineer
EMP_03055,PRJ_0194,Project_0194,Managed Services,BFSI,2020-03-22,2021-11-03,Analyst
EMP_03056,PRJ_0041,Project_0041,Consulting,BFSI,2022-08-13,2023-03-05,Developer
EMP_03056,PRJ_0162,Project_0162,Product Development,Government,2022-09-02,2023-10-09,DevOps
EMP_03056,PRJ_0180,Project_0180,Product Development,Manufacturing,2022-12-02,2023-10-09,Senior Developer
EMP_03056,PRJ_0008,Project_0008,Digital Transformation,Manufacturing,2022-08-13,2023-10-06,Tech Lead
EMP_03057,PRJ_0152,Project_0152,Consulting,Telecom,2023-08-19,2024-12-31,DevOps
EMP_03057,PRJ_0056,Project_0056,Digital Transformation,BFSI,2023-08-19,2024-06-22,Architect
EMP_03057,PRJ_0185,Project_0185,Consulting,Energy,2023-08-19,2024-05-18,Senior Developer
EMP_03057,PRJ_0085,Project_0085,Digital Transformation,BFSI,2023-08-19,2024-11-04,DevOps
EMP_03058,PRJ_0089,Project_0089,Product Development,Manufacturing,2023-11-06,2024-02-14,Tech Lead
EMP_03059,PRJ_0102,Project_0102,Managed Services,BFSI,2023-10-25,2024-03-11,Senior Developer
EMP_03059,PRJ_0171,Project_0171,Internal,Logistics,2023-10-25,2024-12-31,Developer
EMP_03059,PRJ_0050,Project_0050,Consulting,BFSI,2023-10-25,2023-11-24,Senior Developer
EMP_03059,PRJ_0070,Project_0070,Internal,BFSI,2023-10-25,2023-12-07,Senior Developer
EMP_03060,PRJ_0077,Project_0077,Internal,BFSI,2021-08-08,2021-10-24,Manager
EMP_03061,PRJ_0118,Project_0118,Product Development,Logistics,2019-03-17,2020-06-26,Consultant
EMP_03061,PRJ_0087,Project_0087,Digital Transformation,BFSI,2019-05-04,2020-06-26,DevOps
EMP_03061,PRJ_0041,Project_0041,Consulting,BFSI,2020-06-18,2020-06-26,QA Engineer
EMP_03061,PRJ_0194,Project_0194,Managed Services,BFSI,2019-11-14,2020-06-26,Analyst
EMP_03062,PRJ_0119,Project_0119,Managed Services,Telecom,2023-10-25,2024-11-29,Consultant
EMP_03062,PRJ_0139,Project_0139,Internal,BFSI,2023-10-25,2024-12-31,Senior Developer
EMP_03063,PRJ_0180,Project_0180,Product Development,Manufacturing,2023-12-01,2024-08-23,DevOps
EMP_03063,PRJ_0132,Project_0132,R&D,BFSI,2023-12-01,2024-07-07,QA Engineer
EMP_03063,PRJ_0091,Project_0091,Consulting,Retail & E-Commerce,2023-12-01,2024-12-31,Tech Lead
EMP_03063,PRJ_0149,Project_0149,R&D,Healthcare,2023-12-01,2024-07-25,Senior Developer
EMP_03064,PRJ_0005,Project_0005,Managed Services,Manufacturing,2020-12-31,2021-07-25,DevOps
EMP_03064,PRJ_0179,Project_0179,R&D,Manufacturing,2019-08-28,2021-07-25,Senior Developer
EMP_03065,PRJ_0035,Project_0035,Digital Transformation,Retail & E-Commerce,2019-12-18,2020-01-30,Developer
EMP_03065,PRJ_0110,Project_0110,R&D,Manufacturing,2019-12-18,2020-08-04,Developer
EMP_03065,PRJ_0161,Project_0161,R&D,Telecom,2019-12-18,2020-04-12,Consultant
EMP_03066,PRJ_0003,Project_0003,Digital Transformation,Telecom,2023-12-01,2023-12-24,Consultant
EMP_03066,PRJ_0148,Project_0148,Consulting,Logistics,2023-12-01,2024-04-24,Analyst
EMP_03066,PRJ_0056,Project_0056,Digital Transformation,BFSI,2023-12-01,2024-06-22,DevOps
EMP_03067,PRJ_0138,Project_0138,R&D,Telecom,2022-10-31,2024-02-04,Architect
EMP_03068,PRJ_0099,Project_0099,Digital Transformation,Healthcare,2022-09-24,2024-12-31,Architect
EMP_03068,PRJ_0126,Project_0126,Consulting,Healthcare,2020-12-24,2021-12-24,Developer
EMP_03069,PRJ_0162,Project_0162,Product Development,Government,2023-10-17,2024-06-23,Analyst
EMP_03070,PRJ_0085,Project_0085,Digital Transformation,BFSI,2023-09-27,2024-11-04,Manager
EMP_03070,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2023-09-27,2024-03-08,DevOps
EMP_03070,PRJ_0095,Project_0095,Consulting,Telecom,2023-09-27,2024-05-31,Senior Developer
EMP_03071,PRJ_0099,Project_0099,Digital Transformation,Healthcare,2023-11-22,2024-12-31,Architect
EMP_03072,PRJ_0037,Project_0037,Consulting,Healthcare,2022-10-01,2023-07-28,Developer
EMP_03072,PRJ_0145,Project_0145,Internal,BFSI,2021-08-14,2022-04-08,Senior Developer
EMP_03073,PRJ_0135,Project_0135,R&D,Telecom,2022-10-22,2024-09-29,Senior Developer
EMP_03074,PRJ_0098,Project_0098,R&D,Manufacturing,2022-03-09,2023-07-02,Architect
EMP_03075,PRJ_0139,Project_0139,Internal,BFSI,2022-12-26,2024-12-31,Architect
EMP_03075,PRJ_0131,Project_0131,Managed Services,Retail & E-Commerce,2021-08-07,2023-01-04,DevOps
EMP_03076,PRJ_0137,Project_0137,Internal,Telecom,2021-11-22,2022-09-18,Consultant
EMP_03077,PRJ_0103,Project_0103,Internal,BFSI,2023-03-10,2023-12-11,Tech Lead
EMP_03077,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2023-03-10,2023-12-11,Analyst
EMP_03077,PRJ_0099,Project_0099,Digital Transformation,Healthcare,2023-03-10,2023-12-11,Consultant
EMP_03078,PRJ_0061,Project_0061,Product Development,BFSI,2022-08-21,2022-12-01,Manager
EMP_03078,PRJ_0189,Project_0189,Internal,BFSI,2022-08-21,2023-03-29,Analyst
EMP_03078,PRJ_0070,Project_0070,Internal,BFSI,2022-08-21,2023-12-07,Analyst
EMP_03078,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2022-08-21,2023-11-05,Architect
EMP_03079,PRJ_0032,Project_0032,R&D,Telecom,2020-03-04,2020-11-29,Senior Developer
EMP_03079,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2022-12-01,2023-05-25,Manager
EMP_03079,PRJ_0128,Project_0128,Managed Services,Energy,2020-07-08,2021-08-02,Developer
EMP_03080,PRJ_0158,Project_0158,Digital Transformation,BFSI,2019-06-28,2019-12-25,Consultant
EMP_03080,PRJ_0164,Project_0164,Product Development,Government,2020-02-19,2020-03-17,Developer
EMP_03081,PRJ_0179,Project_0179,R&D,Manufacturing,2019-07-31,2020-05-01,Developer
EMP_03081,PRJ_0146,Project_0146,Product Development,Manufacturing,2019-07-31,2020-05-01,Tech Lead
EMP_03082,PRJ_0115,Project_0115,Managed Services,Healthcare,2023-04-30,2024-04-09,QA Engineer
EMP_03082,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2023-04-30,2024-06-30,Manager
EMP_03083,PRJ_0139,Project_0139,Internal,BFSI,2022-12-26,2024-04-21,Manager
EMP_03083,PRJ_0037,Project_0037,Consulting,Healthcare,2022-10-01,2023-07-28,Architect
EMP_03083,PRJ_0119,Project_0119,Managed Services,Telecom,2022-03-15,2024-04-21,Architect
EMP_03084,PRJ_0198,Project_0198,Managed Services,Telecom,2021-08-04,2023-07-25,Developer
EMP_03085,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2022-12-14,2024-04-04,Architect
EMP_03085,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2022-12-14,2023-11-05,Analyst
EMP_03085,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2022-12-14,2024-03-08,QA Engineer
EMP_03086,PRJ_0003,Project_0003,Digital Transformation,Telecom,2021-05-04,2023-12-24,DevOps
EMP_03086,PRJ_0061,Project_0061,Product Development,BFSI,2021-05-04,2022-12-01,QA Engineer
EMP_03087,PRJ_0100,Project_0100,Consulting,Healthcare,2022-01-11,2022-02-24,Tech Lead
EMP_03087,PRJ_0107,Project_0107,Product Development,BFSI,2022-01-11,2022-03-19,Analyst
EMP_03088,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2023-05-28,2024-02-08,QA Engineer
EMP_03088,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2023-05-28,2024-12-31,Developer
EMP_03089,PRJ_0119,Project_0119,Managed Services,Telecom,2022-03-15,2024-11-29,Consultant
EMP_03089,PRJ_0196,Project_0196,R&D,Retail & E-Commerce,2021-06-26,2021-07-21,Tech Lead
EMP_03089,PRJ_0153,Project_0153,Internal,Telecom,2021-06-26,2021-07-05,DevOps
EMP_03090,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2023-10-06,2024-04-04,Analyst
EMP_03090,PRJ_0013,Project_0013,Consulting,Healthcare,2023-10-06,2024-12-26,Manager
EMP_03090,PRJ_0017,Project_0017,Product Development,Manufacturing,2023-10-06,2024-04-26,Manager
EMP_03091,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2022-06-01,2023-01-11,Analyst
EMP_03092,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2023-04-05,2024-03-08,Senior Developer
EMP_03092,PRJ_0004,Project_0004,Product Development,Retail & E-Commerce,2023-04-05,2023-10-08,Analyst
EMP_03092,PRJ_0187,Project_0187,Managed Services,Energy,2023-04-05,2023-04-14,Architect
EMP_03093,PRJ_0066,Project_0066,Product Development,Retail & E-Commerce,2023-06-01,2023-09-24,Consultant
EMP_03094,PRJ_0056,Project_0056,Digital Transformation,BFSI,2023-07-07,2024-01-11,QA Engineer
EMP_03094,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2023-07-07,2024-01-11,Developer
EMP_03094,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2023-07-07,2024-01-11,Architect
EMP_03095,PRJ_0011,Project_0011,Consulting,BFSI,2022-01-14,2022-11-28,Senior Developer
EMP_03096,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-02-22,2024-07-24,Tech Lead
EMP_03096,PRJ_0036,Project_0036,Product Development,Retail & E-Commerce,2023-02-22,2024-02-08,Analyst
EMP_03096,PRJ_0190,Project_0190,Product Development,BFSI,2023-02-22,2023-10-09,QA Engineer
EMP_03096,PRJ_0171,Project_0171,Internal,Logistics,2023-02-22,2024-12-31,Senior Developer
EMP_03097,PRJ_0154,Project_0154,Consulting,Healthcare,2022-09-28,2024-07-25,QA Engineer
EMP_03097,PRJ_0180,Project_0180,Product Development,Manufacturing,2022-12-02,2024-07-25,QA Engineer
EMP_03097,PRJ_0061,Project_0061,Product Development,BFSI,2022-07-21,2022-12-01,Manager
EMP_03097,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2022-07-21,2024-07-24,DevOps
EMP_03098,PRJ_0080,Project_0080,Managed Services,Healthcare,2021-05-25,2021-12-21,DevOps
EMP_03098,PRJ_0118,Project_0118,Product Development,Logistics,2020-11-27,2021-05-05,DevOps
EMP_03099,PRJ_0108,Project_0108,Product Development,BFSI,2020-02-20,2021-09-12,QA Engineer
EMP_03100,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-10-16,2024-07-24,QA Engineer
EMP_03100,PRJ_0063,Project_0063,Product Development,Manufacturing,2023-10-16,2023-10-19,QA Engineer
EMP_03101,PRJ_0103,Project_0103,Internal,BFSI,2023-05-07,2024-12-31,DevOps
EMP_03101,PRJ_0171,Project_0171,Internal,Logistics,2023-05-07,2024-12-31,Tech Lead
EMP_03101,PRJ_0047,Project_0047,Product Development,Manufacturing,2023-05-07,2023-05-26,Consultant
EMP_03101,PRJ_0085,Project_0085,Digital Transformation,BFSI,2023-05-07,2024-11-04,Developer
EMP_03102,PRJ_0033,Project_0033,Consulting,Telecom,2022-12-25,2024-12-31,Architect
EMP_03102,PRJ_0039,Project_0039,R&D,BFSI,2022-04-20,2023-09-15,QA Engineer
EMP_03102,PRJ_0104,Project_0104,Product Development,Retail & E-Commerce,2022-04-20,2024-11-22,Tech Lead
EMP_03103,PRJ_0105,Project_0105,Managed Services,Healthcare,2020-06-06,2021-04-02,QA Engineer
EMP_03104,PRJ_0086,Project_0086,Digital Transformation,Manufacturing,2022-09-10,2023-11-14,Developer
EMP_03104,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2022-09-12,2024-04-04,DevOps
EMP_03105,PRJ_0130,Project_0130,R&D,Logistics,2022-01-13,2022-06-26,Developer
EMP_03106,PRJ_0081,Project_0081,Managed Services,Retail & E-Commerce,2023-04-29,2024-12-31,DevOps
EMP_03107,PRJ_0151,Project_0151,Product Development,Healthcare,2022-11-04,2023-08-31,Architect
EMP_03107,PRJ_0039,Project_0039,R&D,BFSI,2021-09-25,2023-09-15,Developer
EMP_03107,PRJ_0132,Project_0132,R&D,BFSI,2022-03-20,2024-07-07,Developer
EMP_03107,PRJ_0176,Project_0176,Digital Transformation,Manufacturing,2020-10-02,2021-04-22,Developer
EMP_03108,PRJ_0023,Project_0023,R&D,Retail & E-Commerce,2020-12-18,2022-06-28,Architect
EMP_03108,PRJ_0030,Project_0030,Managed Services,BFSI,2020-12-18,2021-03-17,Consultant
EMP_03108,PRJ_0103,Project_0103,Internal,BFSI,2022-12-23,2023-04-03,Tech Lead
EMP_03108,PRJ_0091,Project_0091,Consulting,Retail & E-Commerce,2022-11-03,2023-04-03,Architect
EMP_03109,PRJ_0166,Project_0166,Internal,BFSI,2022-11-01,2023-09-26,Analyst
EMP_03109,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2022-11-01,2024-03-08,DevOps
EMP_03109,PRJ_0004,Project_0004,Product Development,Retail & E-Commerce,2022-11-01,2023-10-08,Developer
EMP_03110,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2022-11-13,2024-02-06,Analyst
EMP_03111,PRJ_0027,Project_0027,Product Development,Healthcare,2022-11-19,2023-01-25,Senior Developer
EMP_03111,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-11-19,2023-03-26,QA Engineer
EMP_03111,PRJ_0160,Project_0160,Consulting,Healthcare,2022-11-19,2024-12-31,QA Engineer
EMP_03112,PRJ_0154,Project_0154,Consulting,Healthcare,2022-09-28,2024-06-10,Analyst
EMP_03112,PRJ_0005,Project_0005,Managed Services,Manufacturing,2020-12-31,2022-05-25,Architect
EMP_03112,PRJ_0009,Project_0009,Digital Transformation,Government,2020-09-24,2021-12-17,QA Engineer
EMP_03112,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2021-06-18,2023-11-05,Consultant
EMP_03113,PRJ_0069,Project_0069,R&D,BFSI,2021-07-15,2022-02-23,Architect
EMP_03113,PRJ_0150,Project_0150,Managed Services,BFSI,2021-06-01,2021-10-21,Analyst
EMP_03113,PRJ_0153,Project_0153,Internal,Telecom,2021-06-01,2021-07-05,Developer
EMP_03114,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2023-07-08,2024-10-21,Analyst
EMP_03114,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2023-07-08,2024-12-31,Architect
EMP_03114,PRJ_0157,Project_0157,Product Development,Retail & E-Commerce,2023-07-08,2024-07-24,DevOps
EMP_03115,PRJ_0155,Project_0155,Product Development,Energy,2023-11-22,2024-04-12,Architect
EMP_03115,PRJ_0095,Project_0095,Consulting,Telecom,2023-11-22,2024-04-12,Architect
EMP_03116,PRJ_0111,Project_0111,Digital Transformation,Retail & E-Commerce,2022-03-18,2023-08-10,Manager
EMP_03116,PRJ_0194,Project_0194,Managed Services,BFSI,2020-03-07,2021-11-03,DevOps
EMP_03117,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2023-09-06,2024-12-31,DevOps
EMP_03118,PRJ_0173,Project_0173,Product Development,Manufacturing,2023-10-23,2024-11-19,QA Engineer
EMP_03118,PRJ_0162,Project_0162,Product Development,Government,2023-10-23,2024-06-23,Analyst
EMP_03118,PRJ_0171,Project_0171,Internal,Logistics,2023-10-23,2024-11-19,Developer
EMP_03119,PRJ_0063,Project_0063,Product Development,Manufacturing,2021-08-30,2023-10-19,DevOps
EMP_03119,PRJ_0123,Project_0123,Digital Transformation,Manufacturing,2022-05-02,2023-11-23,QA Engineer
EMP_03119,PRJ_0067,Project_0067,Managed Services,Telecom,2021-03-09,2022-08-01,Developer
EMP_03119,PRJ_0127,Project_0127,Consulting,Manufacturing,2021-12-11,2023-03-06,DevOps
EMP_03120,PRJ_0029,Project_0029,Managed Services,Logistics,2023-11-22,2023-11-30,Tech Lead
EMP_03120,PRJ_0148,Project_0148,Consulting,Logistics,2023-11-22,2024-04-24,Senior Developer
EMP_03120,PRJ_0068,Project_0068,Managed Services,Energy,2023-11-22,2024-12-31,Senior Developer
EMP_03120,PRJ_0138,Project_0138,R&D,Telecom,2023-11-22,2024-04-23,Tech Lead
EMP_03121,PRJ_0156,Project_0156,Product Development,Logistics,2021-11-13,2022-06-04,Architect
EMP_03121,PRJ_0183,Project_0183,Consulting,Retail & E-Commerce,2022-01-29,2022-06-04,Architect
EMP_03121,PRJ_0043,Project_0043,Digital Transformation,BFSI,2021-10-28,2022-04-06,Architect
EMP_03122,PRJ_0052,Project_0052,Product Development,Retail & E-Commerce,2021-12-18,2022-06-15,Senior Developer
EMP_03122,PRJ_0046,Project_0046,R&D,BFSI,2021-12-18,2022-04-10,Architect
EMP_03123,PRJ_0024,Project_0024,Product Development,BFSI,2020-11-01,2021-05-30,Developer
EMP_03124,PRJ_0126,Project_0126,Consulting,Healthcare,2020-10-31,2021-12-24,Architect
EMP_03125,PRJ_0070,Project_0070,Internal,BFSI,2021-01-21,2021-11-01,QA Engineer
EMP_03126,PRJ_0171,Project_0171,Internal,Logistics,2023-08-22,2024-12-31,Analyst
EMP_03126,PRJ_0190,Project_0190,Product Development,BFSI,2023-08-22,2023-10-09,DevOps
EMP_03126,PRJ_0081,Project_0081,Managed Services,Retail & E-Commerce,2023-08-22,2024-12-31,QA Engineer
EMP_03127,PRJ_0070,Project_0070,Internal,BFSI,2021-01-21,2023-12-07,Senior Developer
EMP_03127,PRJ_0037,Project_0037,Consulting,Healthcare,2022-10-01,2023-07-28,Senior Developer
EMP_03127,PRJ_0077,Project_0077,Internal,BFSI,2019-07-25,2021-10-24,Tech Lead
EMP_03127,PRJ_0028,Project_0028,Product Development,Healthcare,2021-03-27,2023-03-17,DevOps
EMP_03128,PRJ_0076,Project_0076,Digital Transformation,BFSI,2021-10-07,2022-10-17,QA Engineer
EMP_03128,PRJ_0130,Project_0130,R&D,Logistics,2021-10-07,2022-06-26,Senior Developer
EMP_03128,PRJ_0015,Project_0015,Consulting,Retail & E-Commerce,2022-03-07,2023-01-31,Analyst
EMP_03128,PRJ_0013,Project_0013,Consulting,Healthcare,2022-09-08,2024-04-10,Tech Lead
EMP_03129,PRJ_0132,Project_0132,R&D,BFSI,2022-03-20,2024-07-07,DevOps
EMP_03129,PRJ_0071,Project_0071,Managed Services,Government,2021-02-17,2021-09-15,Consultant
EMP_03129,PRJ_0077,Project_0077,Internal,BFSI,2019-09-19,2021-10-24,Tech Lead
EMP_03129,PRJ_0031,Project_0031,Internal,Manufacturing,2022-06-03,2023-07-28,DevOps
EMP_03130,PRJ_0041,Project_0041,Consulting,BFSI,2022-07-20,2023-03-05,Developer
EMP_03130,PRJ_0112,Project_0112,Internal,Logistics,2022-07-20,2022-07-28,Tech Lead
EMP_03130,PRJ_0079,Project_0079,Consulting,Logistics,2022-07-20,2022-11-21,Senior Developer
EMP_03131,PRJ_0068,Project_0068,Managed Services,Energy,2023-08-03,2024-12-31,Tech Lead
EMP_03131,PRJ_0120,Project_0120,Digital Transformation,Manufacturing,2023-08-03,2024-10-21,Manager
EMP_03131,PRJ_0106,Project_0106,Product Development,Energy,2023-08-03,2024-12-31,Analyst
EMP_03132,PRJ_0162,Project_0162,Product Development,Government,2022-09-02,2024-06-23,Tech Lead
EMP_03132,PRJ_0135,Project_0135,R&D,Telecom,2022-10-22,2024-10-11,Analyst
EMP_03132,PRJ_0014,Project_0014,Consulting,Retail & E-Commerce,2022-11-13,2024-12-31,Senior Developer
EMP_03133,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2023-01-03,2024-12-31,Manager
EMP_03133,PRJ_0140,Project_0140,R&D,BFSI,2023-01-03,2024-12-31,Consultant
EMP_03133,PRJ_0074,Project_0074,Managed Services,Telecom,2023-01-03,2024-03-19,Developer
EMP_03134,PRJ_0131,Project_0131,Managed Services,Retail & E-Commerce,2022-10-29,2023-01-04,Tech Lead
EMP_03134,PRJ_0015,Project_0015,Consulting,Retail & E-Commerce,2022-10-29,2023-01-31,Analyst
EMP_03135,PRJ_0023,Project_0023,R&D,Retail & E-Commerce,2021-03-24,2022-06-28,Consultant
EMP_03135,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2021-06-18,2023-11-05,Manager
EMP_03135,PRJ_0127,Project_0127,Consulting,Manufacturing,2021-12-11,2023-03-06,Consultant
EMP_03135,PRJ_0077,Project_0077,Internal,BFSI,2021-03-24,2021-10-24,Developer
EMP_03136,PRJ_0059,Project_0059,Internal,Retail & E-Commerce,2022-03-25,2023-05-19,Senior Developer
EMP_03136,PRJ_0189,Project_0189,Internal,BFSI,2021-10-05,2023-03-29,Developer
EMP_03137,PRJ_0166,Project_0166,Internal,BFSI,2022-09-12,2023-09-26,Tech Lead
EMP_03137,PRJ_0018,Project_0018,Managed Services,Logistics,2022-09-12,2022-12-26,Consultant
EMP_03138,PRJ_0148,Project_0148,Consulting,Logistics,2023-12-05,2024-04-24,Developer
EMP_03138,PRJ_0048,Project_0048,Consulting,Manufacturing,2023-12-05,2024-02-01,Analyst
EMP_03138,PRJ_0033,Project_0033,Consulting,Telecom,2023-12-05,2024-12-31,Analyst
EMP_03138,PRJ_0162,Project_0162,Product Development,Government,2023-12-05,2024-06-23,Senior Developer
EMP_03139,PRJ_0069,Project_0069,R&D,BFSI,2021-07-15,2022-09-08,Consultant
EMP_03139,PRJ_0163,Project_0163,Digital Transformation,Logistics,2020-01-21,2021-10-21,Senior Developer
EMP_03139,PRJ_0041,Project_0041,Consulting,BFSI,2020-06-18,2023-03-05,Analyst
EMP_03139,PRJ_0087,Project_0087,Digital Transformation,BFSI,2020-01-21,2021-08-21,Senior Developer
EMP_03140,PRJ_0084,Project_0084,Product Development,Retail & E-Commerce,2022-03-03,2022-05-27,Developer
EMP_03140,PRJ_0076,Project_0076,Digital Transformation,BFSI,2022-03-03,2022-07-10,Senior Developer
EMP_03140,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-04-30,2022-07-10,QA Engineer
EMP_03140,PRJ_0039,Project_0039,R&D,BFSI,2022-03-03,2022-07-10,Developer
EMP_03141,PRJ_0073,Project_0073,Managed Services,Retail & E-Commerce,2023-03-13,2024-12-31,Consultant
EMP_03142,PRJ_0091,Project_0091,Consulting,Retail & E-Commerce,2022-11-03,2023-01-26,Analyst
EMP_03142,PRJ_0115,Project_0115,Managed Services,Healthcare,2022-10-17,2023-01-26,Developer
EMP_03142,PRJ_0128,Project_0128,Managed Services,Energy,2021-07-28,2021-08-02,Architect
EMP_03143,PRJ_0141,Project_0141,Managed Services,Retail & E-Commerce,2023-01-18,2023-01-19,QA Engineer
EMP_03144,PRJ_0054,Project_0054,Consulting,Retail & E-Commerce,2023-02-13,2024-04-04,Architect
EMP_03145,PRJ_0005,Project_0005,Managed Services,Manufacturing,2020-12-31,2022-05-25,Senior Developer
EMP_03145,PRJ_0136,Project_0136,Product Development,Energy,2020-05-31,2021-04-08,Consultant
EMP_03145,PRJ_0083,Project_0083,Managed Services,Manufacturing,2020-05-31,2020-09-06,Manager
EMP_03145,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-04-30,2022-08-02,QA Engineer
EMP_03146,PRJ_0033,Project_0033,Consulting,Telecom,2022-12-25,2023-08-09,QA Engineer
EMP_03146,PRJ_0025,Project_0025,R&D,Retail & E-Commerce,2020-10-03,2022-11-22,Developer
EMP_03146,PRJ_0144,Project_0144,Consulting,Retail & E-Commerce,2022-01-20,2023-08-09,Senior Developer
EMP_03147,PRJ_0070,Project_0070,Internal,BFSI,2023-03-22,2023-12-07,Architect
EMP_03147,PRJ_0068,Project_0068,Managed Services,Energy,2023-03-22,2024-02-20,Analyst
EMP_03147,PRJ_0006,Project_0006,Digital Transformation,Healthcare,2023-03-22,2024-02-20,Tech Lead
EMP_03148,PRJ_0009,Project_0009,Digital Transformation,Government,2021-01-14,2021-12-17,QA Engineer
EMP_03148,PRJ_0033,Project_0033,Consulting,Telecom,2022-12-25,2024-12-31,Analyst
EMP_03149,PRJ_0189,Project_0189,Internal,BFSI,2021-10-08,2023-03-29,Manager
EMP_03149,PRJ_0093,Project_0093,Digital Transformation,Government,2021-11-22,2022-09-18,Developer
EMP_03149,PRJ_0021,Project_0021,Digital Transformation,Telecom,2022-04-30,2023-03-26,Manager
EMP_03149,PRJ_0140,Project_0140,R&D,BFSI,2022-10-13,2024-12-31,Senior Developer
EMP_03150,PRJ_0132,Project_0132,R&D,BFSI,2023-08-28,2024-07-07,Manager
EMP_03150,PRJ_0154,Project_0154,Consulting,Healthcare,2023-08-28,2024-09-17,Analyst
EMP_03150,PRJ_0155,Project_0155,Product Development,Energy,2023-08-28,2024-06-24,Tech Lead
EMP_03151,PRJ_0158,Project_0158,Digital Transformation,BFSI,2019-07-22,2019-12-25,DevOps
EMP_03151,PRJ_0168,Project_0168,Managed Services,Energy,2019-07-28,2022-01-13,QA Engineer
EMP_03151,PRJ_0060,Project_0060,Consulting,BFSI,2020-04-29,2022-11-15,QA Engineer
EMP_03152,PRJ_0121,Project_0121,Digital Transformation,Retail & E-Commerce,2021-09-07,2023-09-28,Consultant
EMP_03152,PRJ_0025,Project_0025,R&D,Retail & E-Commerce,2021-09-07,2022-11-22,Developer
EMP_03152,PRJ_0037,Project_0037,Consulting,Healthcare,2022-10-01,2023-07-28,Consultant
EMP_03153,PRJ_0135,Project_0135,R&D,Telecom,2022-10-22,2024-10-11,QA Engineer
