manager_id,employee_id,department,location,team_size,targeted_team_size,experience_years
MGR0558,227100,Cyber Security,Hyderabad,0,9,17
MGR0559,234364,HR,Mumbai,0,12,11
MGR0560,231840,Sales,Chennai,0,9,11
MGR0561,226689,Engineering,Pune,0,9,14
MGR0562,229576,Cloud,Pune,0,9,20
MGR0563,218801,Cyber Security,Mumbai,0,10,15
MGR0564,228376,Finance,Pune,0,12,19
MGR0565,208460,HR,Bengaluru,0,8,22
MGR0566,207655,Cloud,Mumbai,0,13,8
MGR0567,211873,Cloud,Mumbai,0,8,20
MGR0568,202732,HR,Noida,0,13,12
MGR0569,215315,Support,Bengaluru,0,14,13
MGR0570,231091,HR,Hyderabad,0,11,10
MGR0571,225172,Data Science,Bengaluru,0,14,16
MGR0572,201976,HR,Hyderabad,0,10,17
MGR0573,214526,Engineering,Mumbai,0,10,10
MGR0574,209416,Cloud,Pune,0,14,9
MGR0575,211967,Cyber Security,Pune,0,11,17
MGR0576,224207,Sales,Pune,0,10,15
MGR0577,210107,Finance,Pune,0,15,11
MGR0578,210138,Finance,Mumbai,0,12,18
MGR0579,219013,Sales,Noida,0,12,15
MGR0580,208326,Finance,Pune,0,8,18
MGR0581,204137,Finance,Mumbai,0,15,22
MGR0582,207228,Support,Bengaluru,0,12,22
MGR0583,200005,Cloud,Chennai,0,10,18
MGR0584,221027,Support,Mumbai,0,15,9
MGR0585,223128,Data Science,Noida,0,12,13
MGR0586,227195,Cyber Security,Bengaluru,0,14,18
MGR0587,234473,Marketing,Bengaluru,0,12,19
MGR0588,202233,Cloud,Chennai,0,12,15
MGR0589,223865,Engineering,Pune,0,14,11
MGR0590,200595,Cloud,Noida,0,15,21
MGR0591,223250,HR,Hyderabad,0,11,9
MGR0592,215496,Cloud,Hyderabad,0,13,14
MGR0593,208606,Sales,Chennai,0,12,17
MGR0594,217124,Cloud,Pune,0,12,19
MGR0595,205949,Data Science,Chennai,0,14,8
MGR0596,207370,Engineering,Mumbai,0,8,12
MGR0597,234404,Cloud,Chennai,0,8,17
MGR0598,233883,Support,Pune,0,15,22
MGR0599,225847,Engineering,Noida,0,12,21
MGR0600,231571,Marketing,Pune,0,11,20
MGR0601,208984,Cloud,Pune,0,13,17
MGR0602,220679,Cloud,Pune,0,11,11
MGR0603,200071,Engineering,Noida,0,12,17
MGR0604,214104,Data Science,Noida,0,10,18
MGR0605,217785,Cyber Security,Pune,0,9,18
MGR0606,211758,Data Science,Mumbai,0,8,22
MGR0607,207077,Finance,Noida,0,15,12
MGR0608,225130,Data Science,Chennai,0,13,8
MGR0609,203774,Finance,Hyderabad,0,10,19
MGR0610,223121,Cloud,Pune,0,12,9
MGR0611,218713,Data Science,Pune,0,14,13
MGR0612,228489,Engineering,Hyderabad,0,11,10
MGR0613,206187,Engineering,Noida,0,13,10
MGR0614,203907,Cyber Security,Mumbai,0,12,16
MGR0615,226833,Support,Pune,0,10,21
MGR0616,211577,HR,Hyderabad,0,15,12
MGR0617,228733,Cyber Security,Pune,0,12,20
MGR0618,221045,Cloud,Bengaluru,0,13,19
MGR0619,201744,Marketing,Hyderabad,0,9,20
MGR0620,227400,HR,Chennai,0,9,15
MGR0621,215730,Cloud,Bengaluru,0,11,10
MGR0622,210500,Cloud,Noida,0,14,21
MGR0623,202070,Cloud,Pune,0,13,21
MGR0624,215625,Sales,Noida,0,14,9
MGR0625,225422,Support,Pune,0,12,8
MGR0626,234676,Data Science,Mumbai,0,9,16
MGR0627,206631,Finance,Mumbai,0,13,15
MGR0628,217660,Cloud,Chennai,0,12,18
MGR0629,212875,HR,Hyderabad,0,14,17
MGR0630,208815,Marketing,Bengaluru,0,13,21
MGR0631,221206,Support,Hyderabad,0,11,9
MGR0632,208725,Engineering,Noida,0,8,15
MGR0633,217933,Cloud,Noida,0,13,17
MGR0634,215059,Engineering,Bengaluru,0,11,22
MGR0635,231879,Sales,Noida,0,9,18
MGR0636,222244,Sales,Chennai,0,15,18
MGR0637,214409,HR,Hyderabad,0,12,22
MGR0638,210739,Finance,Pune,0,14,18
MGR0639,203594,Cloud,Mumbai,0,10,9
MGR0640,221565,Cyber Security,Hyderabad,0,8,8
MGR0641,215981,Cloud,Pune,0,15,12
MGR0642,216999,Engineering,Hyderabad,0,9,9
MGR0643,228673,Engineering,Chennai,0,10,11
MGR0644,212342,Finance,Hyderabad,0,15,14
MGR0645,227151,Finance,Chennai,0,14,13
MGR0646,208961,Cloud,Hyderabad,0,10,17
MGR0647,220628,Cloud,Hyderabad,0,14,22
MGR0648,200610,Sales,Hyderabad,0,9,18
MGR0649,207975,Cyber Security,Noida,0,15,21
MGR0650,212699,Engineering,Mumbai,0,14,17
MGR0651,203203,Data Science,Hyderabad,0,8,12
MGR0652,233910,HR,Mumbai,0,13,19
MGR0653,233613,Sales,Noida,0,15,11
MGR0654,234365,Cloud,Chennai,0,11,15
MGR0655,225034,Cloud,Pune,0,13,21
MGR0656,222630,Support,Pune,0,13,9
MGR0657,218711,Marketing,Bengaluru,0,13,16
MGR0658,221202,Cloud,Chennai,0,14,8
MGR0659,203603,Finance,Hyderabad,0,11,12
MGR0660,221914,Marketing,Bengaluru,0,15,9
MGR0661,217586,Engineering,Noida,0,11,9
MGR0662,221481,Support,Pune,0,8,18
MGR0663,201322,HR,Bengaluru,0,13,8
MGR0664,205667,Cloud,Noida,0,10,11
MGR0665,217097,Support,Hyderabad,0,11,20
MGR0666,232485,Marketing,Hyderabad,0,11,9
MGR0667,233007,Data Science,Pune,0,11,17
MGR0668,217231,Marketing,Mumbai,0,11,21
MGR0669,229734,Support,Pune,0,10,13
MGR0670,226855,Engineering,Bengaluru,0,8,20
MGR0671,205290,Cloud,Hyderabad,0,10,12
MGR0672,202568,Support,Pune,0,12,10
MGR0673,221443,Sales,Mumbai,0,10,20
MGR0674,215494,Engineering,Mumbai,0,8,9
MGR0675,213514,Data Science,Hyderabad,0,8,10
MGR0676,201944,Finance,Noida,0,11,13
MGR0677,213443,Engineering,Noida,0,13,17
MGR0678,218480,Finance,Mumbai,0,10,8
MGR0679,215328,Support,Mumbai,0,8,12
MGR0680,216442,HR,Bengaluru,0,14,10
MGR0681,211303,Sales,Mumbai,0,9,16
MGR0682,217611,Cloud,Mumbai,0,9,19
MGR0683,203619,Finance,Mumbai,0,15,15
MGR0684,215699,Data Science,Mumbai,0,13,20
MGR0685,221935,Finance,Bengaluru,0,9,16
MGR0686,207775,Marketing,Mumbai,0,11,15
MGR0687,234709,Finance,Noida,0,8,17
MGR0688,209423,HR,Mumbai,0,12,19
MGR0689,222914,Data Science,Noida,0,8,15
MGR0690,234502,Cloud,Mumbai,0,15,8
MGR0691,226127,Engineering,Bengaluru,0,14,21
MGR0692,225886,Support,Noida,0,9,14
MGR0693,223397,Support,Mumbai,0,15,15
MGR0694,208761,HR,Bengaluru,0,9,9
MGR0695,224350,Cloud,Hyderabad,0,10,13
MGR0696,224812,Cyber Security,Chennai,0,10,9
MGR0697,223014,Engineering,Mumbai,0,13,12
MGR0698,206381,Finance,Bengaluru,0,12,14
MGR0699,213287,Support,Hyderabad,0,14,15
MGR0700,202907,Engineering,Chennai,0,9,9
MGR0701,207270,Cloud,Hyderabad,0,11,21
MGR0702,230296,Marketing,Pune,0,15,14
MGR0703,232050,Finance,Bengaluru,0,11,22
MGR0704,227509,Cyber Security,Pune,0,13,14
MGR0705,222613,Finance,Noida,0,15,21
MGR0706,208325,Sales,Chennai,0,14,14
MGR0707,230751,Data Science,Noida,0,9,19
MGR0708,212523,Cyber Security,Pune,0,14,13
MGR0709,219994,Engineering,Pune,0,12,13
MGR0710,216618,Finance,Pune,0,10,13
MGR0711,204803,Marketing,Bengaluru,0,15,18
MGR0712,214939,Sales,Mumbai,0,9,9
MGR0713,203781,Cloud,Noida,0,9,21
MGR0714,220511,Sales,Mumbai,0,14,9
MGR0715,216260,Data Science,Mumbai,0,13,9
MGR0716,221808,Finance,Chennai,0,10,20
MGR0717,203023,Sales,Hyderabad,0,8,16
MGR0718,221099,Marketing,Noida,0,13,17
MGR0719,227044,Sales,Chennai,0,9,18
MGR0720,225589,Sales,Mumbai,0,13,14
MGR0721,231055,Support,Hyderabad,0,14,21
MGR0722,234136,Engineering,Pune,0,8,21
MGR0723,203060,Cyber Security,Mumbai,0,12,12
MGR0724,233603,HR,Pune,0,9,13
MGR0725,218030,Finance,Bengaluru,0,11,17
MGR0726,207890,Sales,Hyderabad,0,15,10
MGR0727,203887,Sales,Mumbai,0,9,11
MGR0728,202174,Support,Mumbai,0,13,13
MGR0729,201722,Marketing,Noida,0,12,9
MGR0730,217432,Engineering,Hyderabad,0,11,17
MGR0731,211005,Cloud,Mumbai,0,14,20
MGR0732,229689,Data Science,Noida,0,8,21
MGR0733,205111,Support,Chennai,0,12,17
MGR0734,223994,Data Science,Chennai,0,10,8
MGR0735,229231,Cyber Security,Pune,0,12,12
MGR0736,228692,HR,Hyderabad,0,13,22
MGR0737,232458,HR,Hyderabad,0,8,13
MGR0738,203572,Engineering,Pune,0,10,10
MGR0739,216242,HR,Bengaluru,0,14,17
MGR0740,215618,HR,Hyderabad,0,10,9
MGR0741,208936,Sales,Hyderabad,0,8,19
MGR0742,225218,Marketing,Hyderabad,0,11,9
MGR0743,204489,Sales,Chennai,0,14,14
MGR0744,232867,Support,Mumbai,0,13,15
MGR0745,215926,Cloud,Hyderabad,0,13,10
MGR0746,228517,Marketing,Chennai,0,13,12
MGR0747,220225,HR,Chennai,0,9,20
MGR0748,219699,Cyber Security,Pune,0,8,22
MGR0749,224613,Sales,Pune,0,10,10
MGR0750,229757,Cyber Security,Hyderabad,0,8,20
MGR0751,222422,HR,Mumbai,0,9,18
MGR0752,208967,Support,Mumbai,0,15,12
MGR0753,205996,Cyber Security,Pune,0,14,18
MGR0754,200434,Cyber Security,Mumbai,0,15,15
MGR0755,217284,Cyber Security,Hyderabad,0,12,14
MGR0756,226781,Cloud,Bengaluru,0,9,11
MGR0757,218130,Cloud,Mumbai,0,14,13
MGR0758,211124,Marketing,Mumbai,0,12,9
MGR0759,207026,Engineering,Hyderabad,0,15,18
MGR0760,225099,Marketing,Hyderabad,0,12,16
MGR0761,214686,Engineering,Hyderabad,0,11,8
MGR0762,204545,Marketing,Noida,0,8,14
MGR0763,231502,Marketing,Mumbai,0,11,8
MGR0764,213488,Marketing,Mumbai,0,11,12
MGR0765,230093,Cyber Security,Pune,0,10,20
MGR0766,225755,Marketing,Mumbai,0,12,20
MGR0767,206887,HR,Noida,0,13,12
MGR0768,204375,HR,Noida,0,8,9
MGR0769,204378,Support,Hyderabad,0,14,15
MGR0770,232343,Support,Pune,0,10,10
MGR0771,228833,Data Science,Hyderabad,0,11,14
MGR0772,219836,Finance,Bengaluru,0,13,16
MGR0773,203974,HR,Mumbai,0,14,9
MGR0774,234391,Cyber Security,Pune,0,8,21
MGR0775,222896,Support,Chennai,0,8,14
MGR0776,213223,Cyber Security,Bengaluru,0,9,15
MGR0777,207953,Support,Bengaluru,0,13,21
MGR0778,224272,Cloud,Bengaluru,0,14,17
MGR0779,224752,Data Science,Hyderabad,0,14,17
MGR0780,226530,Cyber Security,Hyderabad,0,14,19
MGR0781,215037,Sales,Hyderabad,0,9,12
MGR0782,204109,Engineering,Hyderabad,0,8,14
MGR0783,206767,Sales,Hyderabad,0,10,13
MGR0784,215834,Support,Pune,0,15,20
MGR0785,228565,Finance,Mumbai,0,13,21
MGR0786,211280,Cyber Security,Chennai,0,14,9
MGR0787,233453,Engineering,Noida,0,9,21
MGR0788,204854,HR,Mumbai,0,14,11
MGR0789,229199,Cloud,Chennai,0,14,17
MGR0790,220657,Engineering,Hyderabad,0,9,16
MGR0791,231729,Support,Mumbai,0,12,14
MGR0792,207409,Marketing,Chennai,0,13,19
MGR0793,202587,Cyber Security,Chennai,0,13,11
MGR0794,224679,Finance,Pune,0,10,20
MGR0795,206242,Cloud,Mumbai,0,9,9
MGR0796,213742,Engineering,Noida,0,11,16
MGR0797,229091,Cyber Security,Noida,0,13,22
MGR0798,214043,HR,Chennai,0,10,13
MGR0799,207424,HR,Bengaluru,0,9,11
MGR0800,233903,Engineering,Pune,0,12,10
MGR0801,207485,Marketing,Mumbai,0,10,11
MGR0802,202715,Marketing,Pune,0,10,17
MGR0803,225343,Cyber Security,Noida,0,9,20
MGR0804,222208,Finance,Mumbai,0,15,10
MGR0805,204657,Finance,Pune,0,15,15
MGR0806,220836,Marketing,Hyderabad,0,13,18
MGR0807,200504,Support,Bengaluru,0,13,21
MGR0808,234714,Sales,Bengaluru,0,15,10
MGR0809,216163,Data Science,Bengaluru,0,15,9
MGR0810,210971,HR,Bengaluru,0,12,15
MGR0811,226527,Cyber Security,Mumbai,0,12,20
MGR0812,210948,Finance,Bengaluru,0,8,17
MGR0813,213221,Cloud,Noida,0,9,13
MGR0814,208614,Sales,Hyderabad,0,15,12
MGR0815,215006,Sales,Pune,0,8,15
MGR0816,232471,Data Science,Bengaluru,0,13,8
MGR0817,223381,Cyber Security,Pune,0,12,21
MGR0818,234390,Support,Pune,0,9,9
MGR0819,229960,Data Science,Chennai,0,14,17
MGR0820,213807,Finance,Chennai,0,8,15
MGR0821,224722,Cloud,Bengaluru,0,11,15
MGR0822,216454,Marketing,Chennai,0,15,13
MGR0823,215724,Finance,Mumbai,0,10,16
MGR0824,213297,Engineering,Chennai,0,15,8
MGR0825,208511,Engineering,Noida,0,13,9
MGR0826,224461,Data Science,Chennai,0,9,19
MGR0827,225718,Finance,Noida,0,10,16
MGR0828,202518,Engineering,Bengaluru,0,11,8
MGR0829,214519,Marketing,Chennai,0,15,19
MGR0830,227756,Cloud,Hyderabad,0,10,15
MGR0831,215367,HR,Bengaluru,0,13,13
MGR0832,221769,HR,Pune,0,12,22
MGR0833,212466,Cyber Security,Hyderabad,0,14,14
MGR0834,203029,HR,Noida,0,13,20
MGR0835,232013,Sales,Bengaluru,0,8,18
MGR0836,213737,Engineering,Pune,0,13,20
MGR0837,223642,Sales,Pune,0,13,9
MGR0838,221506,Data Science,Bengaluru,0,14,9
MGR0839,227383,Finance,Chennai,0,12,12
MGR0840,217229,Marketing,Pune,0,10,19
MGR0841,213353,Data Science,Pune,0,9,13
MGR0842,222336,Support,Bengaluru,0,10,17
MGR0843,234536,Sales,Mumbai,0,13,22
MGR0844,207952,Marketing,Noida,0,14,12
MGR0845,211409,Marketing,Pune,0,9,10
MGR0846,227656,Engineering,Pune,0,14,12
MGR0847,230545,Data Science,Pune,0,13,18
MGR0848,209882,Data Science,Hyderabad,0,10,21
MGR0849,214179,Engineering,Bengaluru,0,9,18
MGR0850,204781,Cyber Security,Bengaluru,0,14,18
MGR0851,204865,Support,Noida,0,13,16
MGR0852,206282,Cloud,Chennai,0,13,8
MGR0853,210126,Sales,Chennai,0,10,12
MGR0854,208992,HR,Mumbai,0,13,11
MGR0855,214935,Data Science,Chennai,0,15,20
MGR0856,226131,Finance,Mumbai,0,11,11
MGR0857,233843,Support,Chennai,0,10,10
MGR0858,205527,HR,Hyderabad,0,12,9
MGR0859,212031,Data Science,Pune,0,9,21
MGR0860,229420,Support,Hyderabad,0,8,16
MGR0861,213319,Marketing,Mumbai,0,13,18
MGR0862,223127,Cloud,Pune,0,10,22
MGR0863,205173,Marketing,Chennai,0,14,17
MGR0864,227203,Engineering,Pune,0,10,10
MGR0865,209150,Support,Hyderabad,0,10,10
MGR0866,221466,Marketing,Mumbai,0,15,19
MGR0867,204049,Marketing,Chennai,0,14,8
MGR0868,233766,HR,Mumbai,0,11,13
MGR0869,215621,Finance,Mumbai,0,12,15
MGR0870,206385,Support,Bengaluru,0,15,20
MGR0871,211542,Data Science,Chennai,0,11,11
MGR0872,202396,Data Science,Hyderabad,0,15,12
MGR0873,233835,HR,Noida,0,11,22
MGR0874,227310,Finance,Mumbai,0,15,13
MGR0875,213275,Cyber Security,Pune,0,12,15
MGR0876,209482,Cloud,Chennai,0,14,20
MGR0877,226879,Engineering,Chennai,0,14,16
MGR0878,222550,Finance,Chennai,0,11,10
MGR0879,220987,Sales,Hyderabad,0,10,20
MGR0880,204913,HR,Noida,0,12,21
MGR0881,212573,Support,Hyderabad,0,15,8
MGR0882,220763,Marketing,Bengaluru,0,13,21
MGR0883,234381,Data Science,Mumbai,0,9,16
MGR0884,212338,Engineering,Hyderabad,0,9,19
MGR0885,201531,Engineering,Mumbai,0,9,12
MGR0886,200834,Sales,Noida,0,10,20
MGR0887,210266,Finance,Noida,0,15,12
MGR0888,233052,Support,Noida,0,10,22
MGR0889,219531,Cloud,Mumbai,0,14,21
MGR0890,222527,Sales,Pune,0,11,9
MGR0891,219048,Cloud,Mumbai,0,15,21
MGR0892,230987,Sales,Mumbai,0,13,22
MGR0893,220576,Sales,Noida,0,8,22
MGR0894,217528,Finance,Pune,0,8,14
MGR0895,214923,Cyber Security,Hyderabad,0,13,14
MGR0896,215696,Support,Mumbai,0,14,11
MGR0897,223481,Support,Noida,0,13,9
MGR0898,204564,Cyber Security,Chennai,0,8,11
MGR0899,201319,Cloud,Hyderabad,0,9,13
MGR0900,231722,Finance,Noida,0,13,21
MGR0901,215355,Marketing,Chennai,0,10,20
MGR0902,216867,Data Science,Hyderabad,0,8,10
MGR0903,225439,Finance,Chennai,0,15,12
MGR0904,222320,Marketing,Mumbai,0,10,19
MGR0905,219258,Cyber Security,Bengaluru,0,15,20
MGR0906,200800,Support,Noida,0,8,15
MGR0907,226287,Finance,Chennai,0,9,22
MGR0908,215400,Marketing,Hyderabad,0,12,8
MGR0909,231003,Finance,Hyderabad,0,10,11
MGR0910,220538,Finance,Pune,0,14,16
MGR0911,229746,Engineering,Hyderabad,0,12,9
MGR0912,228574,Cyber Security,Bengaluru,0,12,11
MGR0913,231112,Engineering,Noida,0,8,9
MGR0914,233652,Engineering,Bengaluru,0,14,11
MGR0915,219147,Marketing,Chennai,0,15,18
MGR0916,216663,Sales,Noida,0,9,9
MGR0917,229654,Data Science,Mumbai,0,15,21
MGR0918,226613,Support,Chennai,0,8,17
MGR0919,230742,Marketing,Bengaluru,0,11,18
MGR0920,210689,Cyber Security,Noida,0,10,19
MGR0921,218906,Data Science,Noida,0,14,12
MGR0922,202035,Data Science,Chennai,0,13,8
MGR0923,232193,Finance,Bengaluru,0,14,11
MGR0924,204315,Finance,Noida,0,9,10
MGR0925,227818,Cloud,Pune,0,13,16
MGR0926,225682,Finance,Chennai,0,8,9
MGR0927,214877,Support,Chennai,0,15,14
MGR0928,226042,Engineering,Noida,0,14,8
MGR0929,204267,HR,Chennai,0,12,13
MGR0930,212953,Support,Noida,0,8,19
MGR0931,215456,Data Science,Mumbai,0,9,13
MGR0932,234859,Data Science,Pune,0,11,13
MGR0933,208193,Cloud,Pune,0,9,19
MGR0934,213789,Sales,Bengaluru,0,13,20
MGR0935,213261,Engineering,Pune,0,8,10
MGR0936,226414,Marketing,Mumbai,0,13,13
MGR0937,233983,HR,Mumbai,0,10,21
MGR0938,228714,Cloud,Mumbai,0,15,21
MGR0939,224365,Finance,Chennai,0,15,19
MGR0940,229246,Sales,Noida,0,10,18
MGR0941,217655,Engineering,Noida,0,10,20
MGR0942,231283,Marketing,Chennai,0,15,9
MGR0943,227110,Cyber Security,Chennai,0,12,8
MGR0944,217077,HR,Bengaluru,0,8,11
MGR0945,200659,Cloud,Chennai,0,11,20
MGR0946,225832,Cloud,Chennai,0,8,22
MGR0947,219993,Sales,Bengaluru,0,12,13
MGR0948,202299,Finance,Pune,0,14,16
MGR0949,208777,Cloud,Chennai,0,15,21
MGR0950,205970,Marketing,Bengaluru,0,8,12
MGR0951,220705,Support,Hyderabad,0,11,20
MGR0952,219204,Marketing,Noida,0,13,12
MGR0953,219376,Marketing,Noida,0,8,21
MGR0954,224206,HR,Noida,0,13,21
MGR0955,212001,Cyber Security,Chennai,0,9,12
MGR0956,220199,HR,Mumbai,0,13,20
MGR0957,221445,Finance,Noida,0,14,14
MGR0958,208808,Marketing,Chennai,0,15,19
MGR0959,227962,Support,Noida,0,14,22
MGR0960,223670,Data Science,Chennai,0,10,13
MGR0961,214783,Data Science,Chennai,0,15,15
MGR0962,205878,Cyber Security,Chennai,0,12,13
MGR0963,229640,Data Science,Chennai,0,9,20
MGR0964,220180,Data Science,Hyderabad,0,14,19
MGR0965,226887,Cloud,Pune,0,14,9
MGR0966,228506,HR,Hyderabad,0,10,17
MGR0967,232264,Engineering,Hyderabad,0,12,16
MGR0968,208878,Data Science,Hyderabad,0,9,13
MGR0969,207636,Support,Chennai,0,13,9
MGR0970,210053,Cloud,Mumbai,0,12,18
MGR0971,212755,Data Science,Chennai,0,15,12
MGR0972,206395,Sales,Mumbai,0,14,17
MGR0973,224062,Support,Noida,0,15,10
MGR0974,218473,Engineering,Noida,0,15,13
MGR0975,234649,Sales,Mumbai,0,13,8
MGR0976,218302,Engineering,Noida,0,14,17
MGR0977,209220,Data Science,Bengaluru,0,8,12
MGR0978,215364,Data Science,Mumbai,0,14,9
MGR0979,200060,HR,Bengaluru,0,10,13
MGR0980,227661,Finance,Chennai,0,10,8
MGR0981,219602,Finance,Chennai,0,15,21
MGR0982,203389,Data Science,Mumbai,0,10,8
MGR0983,231882,Sales,Noida,0,11,9
MGR0984,200095,Engineering,Mumbai,0,13,20
MGR0985,207301,Engineering,Bengaluru,0,14,13
MGR0986,229624,Engineering,Pune,0,8,17
MGR0987,210084,Data Science,Pune,0,10,17
MGR0988,223726,Sales,Hyderabad,0,15,18
MGR0989,220998,Support,Noida,0,13,13
MGR0990,205022,Cyber Security,Hyderabad,0,9,15
MGR0991,223290,Cloud,Noida,0,10,17
MGR0992,214906,Marketing,Mumbai,0,13,16
MGR0993,200561,Marketing,Bengaluru,0,13,14
MGR0994,209232,HR,Mumbai,0,12,18
MGR0995,203022,Support,Noida,0,9,11
MGR0996,219434,Finance,Bengaluru,0,10,8
MGR0997,217161,Marketing,Hyderabad,0,14,15
MGR0998,225106,Data Science,Bengaluru,0,9,22
MGR0999,208443,Engineering,Mumbai,0,12,12
MGR1000,202826,Data Science,Noida,0,15,19
MGR1001,208105,Sales,Chennai,0,12,11
MGR1002,217353,Support,Noida,0,15,19
MGR1003,223775,Marketing,Chennai,0,9,11
MGR1004,211638,Sales,Chennai,0,9,10
MGR1005,204468,Engineering,Pune,0,10,15
MGR1006,203797,Sales,Chennai,0,15,22
MGR1007,216031,Sales,Hyderabad,0,13,9
MGR1008,220018,Cyber Security,Pune,0,13,18
MGR1009,215931,Cyber Security,Mumbai,0,9,19
MGR1010,228345,HR,Hyderabad,0,12,16
MGR1011,216471,Engineering,Hyderabad,0,12,22
MGR1012,231595,Cyber Security,Pune,0,10,21
MGR1013,219663,HR,Hyderabad,0,10,19
MGR1014,204294,Cyber Security,Bengaluru,0,13,20
MGR1015,230805,HR,Pune,0,11,16
MGR1016,213513,Data Science,Hyderabad,0,11,9
MGR1017,232334,Cyber Security,Mumbai,0,10,20
MGR1018,205972,Cyber Security,Bengaluru,0,15,11
MGR1019,203959,Support,Chennai,0,13,8
MGR1020,214221,Finance,Noida,0,13,16
MGR1021,217032,Data Science,Chennai,0,10,15
MGR1022,206760,Finance,Chennai,0,9,17
MGR1023,233144,Data Science,Bengaluru,0,12,9
MGR1024,206367,Engineering,Pune,0,15,14
MGR1025,222881,Engineering,Noida,0,14,16
MGR1026,225263,Engineering,Pune,0,14,20
MGR1027,225741,Marketing,Chennai,0,9,21
MGR1028,210402,HR,Noida,0,13,10
MGR1029,219968,Support,Noida,0,9,18
MGR1030,220444,Data Science,Mumbai,0,15,15
MGR1031,226637,HR,Chennai,0,13,18
MGR1032,219559,Marketing,Chennai,0,10,10
MGR1033,208866,Data Science,Noida,0,10,20
MGR1034,218289,Cloud,Mumbai,0,8,14
MGR1035,233662,Engineering,Hyderabad,0,9,21
MGR1036,226681,Sales,Mumbai,0,10,16
MGR1037,203371,Finance,Mumbai,0,10,12
MGR1038,207708,Engineering,Pune,0,13,10
MGR1039,218169,Data Science,Noida,0,11,22
MGR1040,228364,Cyber Security,Hyderabad,0,12,13
MGR1041,231930,HR,Pune,0,9,21
MGR1042,209291,Support,Bengaluru,0,11,12
MGR1043,213299,Data Science,Chennai,0,12,18
MGR1044,205214,Support,Pune,0,12,10
MGR1045,222117,Engineering,Mumbai,0,9,17
MGR1046,214590,Engineering,Pune,0,10,16
MGR1047,227390,Cyber Security,Noida,0,10,17
MGR1048,204935,Support,Pune,0,13,10
MGR1049,200751,Marketing,Pune,0,8,21
MGR1050,211672,Engineering,Hyderabad,0,8,21
MGR1051,216836,Cloud,Pune,0,8,9
MGR1052,220973,HR,Noida,0,12,18
MGR1053,227354,Sales,Chennai,0,11,18
MGR1054,233289,HR,Mumbai,0,14,20
MGR1055,229643,Cloud,Pune,0,8,17
MGR1056,228210,Finance,Noida,0,12,15
MGR1057,234692,Finance,Noida,0,12,18
MGR1058,219302,Finance,Chennai,0,11,15
MGR1059,234511,Support,Pune,0,14,20
MGR1060,209698,Finance,Mumbai,0,15,12
MGR1061,220962,Support,Chennai,0,8,9
MGR1062,231439,Engineering,Hyderabad,0,15,10
MGR1063,202389,Data Science,Pune,0,15,14
MGR1064,213072,Cloud,Pune,0,11,15
MGR1065,213445,Finance,Mumbai,0,10,13
MGR1066,220075,Marketing,Noida,0,13,13
MGR1067,217792,HR,Hyderabad,0,13,19
MGR1068,234749,Finance,Hyderabad,0,10,14
MGR1069,230870,Finance,Mumbai,0,13,20
MGR1070,221714,Marketing,Mumbai,0,9,16
MGR1071,204367,HR,Noida,0,11,13
MGR1072,226463,Support,Noida,0,9,15
MGR1073,214000,Data Science,Bengaluru,0,15,12
MGR1074,205071,Sales,Mumbai,0,10,11
MGR1075,230414,Cloud,Noida,0,8,9
MGR1076,217512,Support,Pune,0,14,12
MGR1077,222750,Data Science,Bengaluru,0,14,21
MGR1078,200384,Sales,Chennai,0,10,11
MGR1079,205732,Finance,Noida,0,13,21
MGR1080,219394,Data Science,Pune,0,13,22
MGR1081,200458,Cloud,Chennai,0,10,11
MGR1082,222886,Support,Chennai,0,15,15
MGR1083,228127,Support,Hyderabad,0,12,15
MGR1084,207736,Marketing,Hyderabad,0,8,15
MGR1085,204260,Engineering,Chennai,0,14,9
MGR1086,226012,Sales,Mumbai,0,15,16
MGR1087,207080,Cloud,Mumbai,0,11,11
MGR1088,212329,HR,Noida,0,13,17
MGR1089,207867,Marketing,Chennai,0,8,8
MGR1090,225927,Sales,Chennai,0,15,12
MGR1091,207052,Data Science,Mumbai,0,15,17
MGR1092,229613,Data Science,Mumbai,0,8,12
MGR1093,230964,Engineering,Mumbai,0,9,21
MGR1094,219581,HR,Mumbai,0,10,14
MGR1095,217091,Data Science,Mumbai,0,12,22
MGR1096,216492,Sales,Pune,0,13,19
MGR1097,226227,Finance,Pune,0,14,20
MGR1098,217872,Cyber Security,Mumbai,0,8,13
MGR1099,234995,Data Science,Hyderabad,0,8,14
MGR1100,219653,Cloud,Chennai,0,11,17
MGR1101,213841,Support,Mumbai,0,12,13
MGR1102,205067,Sales,Bengaluru,0,14,9
MGR1103,223365,Marketing,Noida,0,15,16
MGR1104,215766,HR,Mumbai,0,12,20
MGR1105,229208,Cyber Security,Bengaluru,0,9,21
MGR1106,200673,Data Science,Noida,0,9,10
MGR1107,228339,Cyber Security,Pune,0,13,14
MGR1108,226315,Cloud,Hyderabad,0,13,20
MGR1109,227544,Data Science,Hyderabad,0,13,16
MGR1110,201854,Cyber Security,Hyderabad,0,10,20
MGR1111,205652,Support,Mumbai,0,14,11
MGR1112,205707,Marketing,Chennai,0,8,16
MGR1113,203820,HR,Hyderabad,0,8,8
MGR1114,213547,Support,Bengaluru,0,13,10
MGR1115,224939,Marketing,Chennai,0,15,20
MGR1116,206275,Sales,Bengaluru,0,15,16
