employee_id,gender,age,location,department,role,level,joining_date,college_tier,manager_id,status
200752,Male,28,Chennai,Engineering,Associate Software Engineer,L1,2020-06-05,Tier-3,MGR0596,Active
200753,Female,39,Mumbai,Engineering,Lead Engineer,L4,2025-04-09,Tier-3,MGR0984,Active
200754,Male,42,Noida,Data Science,Lead Data Scientist,L4,2025-04-07,Tier-3,MGR1442,Active
200755,Male,45,Pune,Engineering,Lead Engineer,L4,2021-05-09,Tier-3,MGR0035,Active
200756,Male,43,Chennai,HR,HR Manager,L4,2023-01-23,Tier-2,MGR0559,Active
200757,Female,41,Chennai,Engineering,Senior Software Engineer,L3,2021-01-26,Tier-1,MGR0677,Active
200758,Male,33,Noida,Engineering,Software Engineer,L2,2020-08-10,Tier-1,MGR0384,Active
200759,Male,37,Pune,Engineering,Software Engineer,L2,2020-06-01,Tier-3,MGR0366,Active
200760,Male,47,Bengaluru,Engineering,Lead Engineer,L4,2020-01-03,Tier-2,MGR0319,Active
200761,Male,31,Mumbai,Sales,Sales Associate,L1,2019-09-06,Tier-2,MGR1184,Exited
200762,Female,26,Mumbai,Cloud,Cloud Associate,L1,2023-05-23,Tier-1,MGR1236,Active
200763,Male,32,Bengaluru,Marketing,Marketing Specialist,L2,2022-01-13,Tier-2,MGR0806,Active
200764,Female,27,Mumbai,Engineering,Associate Software Engineer,L1,2020-11-17,Tier-3,MGR0277,Active
200765,Female,33,Pune,HR,HR Specialist,L2,2024-02-03,Tier-3,MGR1088,Exited
200766,Male,48,Hyderabad,Cyber Security,Security Manager,L5,2021-06-05,Tier-3,MGR0485,Active
200767,Male,31,Hyderabad,Cloud,Cloud Engineer,L2,2022-11-09,Tier-2,MGR0510,Active
200768,Male,33,Hyderabad,Engineering,Senior Software Engineer,L3,2025-04-10,Tier-2,MGR0984,Active
200769,Male,34,Chennai,Data Science,Senior Data Scientist,L3,2020-07-11,Tier-2,MGR1117,Active
200770,Male,38,Chennai,Marketing,Senior Marketing Specialist,L3,2021-10-30,Tier-2,MGR1049,Exited
200771,Male,43,Pune,Data Science,Data Science Manager,L5,2025-01-01,Tier-2,MGR0330,Active
200772,Female,33,Hyderabad,Cyber Security,Security Analyst,L1,2018-06-01,Tier-2,MGR0070,Active
200773,Male,25,Pune,Engineering,Associate Software Engineer,L1,2022-09-07,Tier-2,MGR0650,Active
200774,Female,44,Chennai,Data Science,Senior Data Scientist,L3,2018-03-28,Tier-3,MGR0142,Active
200775,Female,29,Mumbai,Engineering,Associate Software Engineer,L1,2019-11-01,Tier-2,MGR0179,Active
200776,Male,25,Chennai,Support,Support Analyst,L1,2022-02-01,Tier-3,MGR0989,Active
200777,Male,50,Mumbai,Cyber Security,Security Manager,L5,2020-09-10,Tier-3,MGR0920,Active
200778,Male,47,Bengaluru,Finance,Finance Manager,L5,2021-08-19,Tier-1,MGR1491,Active
200779,Female,28,Noida,Data Science,Data Scientist,L2,2025-08-05,Tier-3,MGR1234,Active
200780,Female,33,Hyderabad,Cloud,Cloud Engineer,L2,2020-10-05,Tier-3,MGR0141,Exited
200781,Female,32,Hyderabad,HR,HR Associate,L1,2018-11-07,Tier-3,MGR0041,Active
200782,Male,40,Noida,Finance,Senior Finance Analyst,L3,2022-05-14,Tier-2,MGR1020,Active
200783,Female,35,Chennai,Marketing,Senior Marketing Specialist,L3,2022-12-08,Tier-3,MGR1115,Active
200784,Male,35,Noida,Marketing,Marketing Specialist,L2,2020-01-02,Tier-2,MGR0950,Exited
200785,Male,49,Hyderabad,HR,HR Director,L5,2022-05-07,Tier-1,MGR0550,Active
200786,Female,23,Mumbai,Sales,Sales Associate,L1,2023-11-29,Tier-2,MGR1364,Active
200787,Male,47,Hyderabad,Finance,Finance Manager,L5,2021-05-17,Tier-3,MGR1498,Active
200788,Male,49,Mumbai,Marketing,Marketing Director,L5,2019-06-13,Tier-3,MGR0092,Exited
200789,Male,39,Mumbai,Engineering,Senior Software Engineer,L3,2019-08-13,Tier-2,MGR1490,Active
200790,Female,44,Noida,Marketing,Marketing Manager,L4,2018-09-26,Tier-3,MGR0143,Exited
200791,Male,42,Pune,Marketing,Marketing Manager,L4,2020-09-08,Tier-1,MGR1103,Active
200792,Male,45,Hyderabad,Data Science,Lead Data Scientist,L4,2020-09-12,Tier-3,MGR1095,Active
200793,Male,39,Hyderabad,Data Science,Senior Data Scientist,L3,2021-06-26,Tier-2,MGR1272,Exited
200794,Female,39,Chennai,Sales,Account Executive,L2,2018-01-19,Tier-1,MGR0075,Active
200795,Male,27,Bengaluru,Cloud,Cloud Engineer,L2,2023-04-24,Tier-3,MGR0655,Active
200796,Female,39,Noida,Marketing,Marketing Manager,L4,2024-08-07,Tier-2,MGR0537,Active
200797,Male,39,Noida,Cyber Security,Senior Security Engineer,L3,2021-02-25,Tier-3,MGR0064,Exited
200798,Male,27,Pune,Cyber Security,Security Engineer,L2,2023-04-20,Tier-1,MGR0776,Active
200799,Male,41,Pune,Data Science,Senior Data Scientist,L3,2020-03-02,Tier-2,MGR1077,Exited
200800,Female,45,Noida,Support,Support Director,L5,2025-03-15,Tier-3,MGR0053,Active
200801,Male,30,Hyderabad,Sales,Account Executive,L2,2025-10-16,Tier-2,MGR0238,Active
200802,Male,29,Noida,Data Science,Associate Data Scientist,L1,2019-02-27,Tier-3,MGR1274,Active
200803,Female,37,Noida,Sales,Senior Account Executive,L3,2023-05-30,Tier-1,MGR0261,Active
200804,Male,33,Mumbai,Sales,Account Executive,L2,2021-12-18,Tier-2,MGR0988,Active
200805,Male,30,Mumbai,Cyber Security,Security Analyst,L1,2019-03-23,Tier-2,MGR0786,Active
200806,Female,29,Chennai,Engineering,Software Engineer,L2,2025-12-06,Tier-2,MGR0290,Active
200807,Male,45,Mumbai,Finance,Finance Lead,L4,2021-05-01,Tier-2,MGR1384,Active
200808,Male,33,Pune,Sales,Account Executive,L2,2022-03-19,Tier-2,MGR0714,Active
200809,Female,31,Mumbai,Sales,Account Executive,L2,2023-12-01,Tier-3,MGR1135,Active
200810,Male,48,Noida,Cloud,Cloud Architect,L5,2021-07-03,Tier-2,MGR0623,Active
200811,Male,52,Noida,Data Science,Data Science Manager,L5,2019-05-10,Tier-3,MGR1425,Active
200812,Female,36,Mumbai,Support,Senior Support Analyst,L2,2019-01-10,Tier-2,MGR1276,Active
200813,Male,26,Chennai,Cloud,Cloud Associate,L1,2022-12-07,Tier-2,MGR0594,Active
200814,Male,38,Noida,HR,HR Manager,L4,2024-12-25,Tier-3,MGR1171,Exited
200815,Male,47,Chennai,Data Science,Data Science Manager,L5,2020-09-04,Tier-1,MGR0998,Exited
200816,Male,41,Pune,Engineering,Senior Software Engineer,L3,2020-10-09,Tier-2,MGR0245,Exited
200817,Male,41,Mumbai,Cyber Security,Senior Security Engineer,L3,2020-04-06,Tier-3,MGR1014,Active
200818,Male,38,Mumbai,Sales,Senior Account Executive,L3,2020-06-10,Tier-2,MGR0244,Active
200819,Male,44,Noida,Engineering,Lead Engineer,L4,2023-01-02,Tier-2,MGR0730,Active
200820,Male,33,Chennai,Cyber Security,Security Analyst,L1,2018-03-17,Tier-1,MGR0073,Exited
200821,Male,29,Noida,Sales,Sales Associate,L1,2021-11-05,Tier-3,MGR1090,Active
200822,Female,37,Mumbai,Cyber Security,Senior Security Engineer,L3,2019-04-06,Tier-3,MGR0774,Active
200823,Male,47,Pune,HR,HR Manager,L4,2018-10-12,Tier-3,MGR0046,Active
200824,Female,44,Hyderabad,Cyber Security,Security Lead,L4,2020-02-23,Tier-2,MGR1018,Exited
200825,Male,29,Mumbai,Cyber Security,Security Analyst,L1,2019-04-16,Tier-2,MGR0753,Active
200826,Male,46,Noida,Finance,Finance Lead,L4,2019-11-23,Tier-2,MGR1396,Active
200827,Male,41,Pune,Support,Support Manager,L4,2025-03-14,Tier-2,MGR1137,Active
200828,Female,45,Chennai,Support,Support Manager,L4,2019-01-23,Tier-3,MGR1277,Exited
200829,Male,31,Mumbai,Cyber Security,Security Analyst,L1,2018-10-05,Tier-3,MGR0081,Exited
200830,Male,33,Noida,Data Science,Data Scientist,L2,2019-09-10,Tier-3,MGR1425,Active
200831,Male,40,Bengaluru,Cloud,Cloud Lead,L4,2024-09-28,Tier-3,MGR0288,Active
200832,Female,30,Pune,Data Science,Data Scientist,L2,2018-05-10,Tier-2,MGR0144,Active
200833,Male,36,Mumbai,Engineering,Software Engineer,L2,2020-07-15,Tier-1,MGR0106,Active
200834,Male,39,Noida,Sales,Senior Account Executive,L3,2021-12-04,Tier-3,MGR1146,Active
200835,Female,42,Bengaluru,Engineering,Senior Software Engineer,L3,2018-11-17,Tier-2,MGR0106,Active
200836,Male,44,Hyderabad,Sales,Sales Director,L4,2021-02-05,Tier-3,MGR1165,Active
200837,Male,24,Hyderabad,Marketing,Marketing Associate,L1,2024-12-15,Tier-3,MGR0742,Active
200838,Male,28,Mumbai,Engineering,Software Engineer,L2,2019-10-18,Tier-3,MGR1485,Exited
200839,Male,35,Mumbai,Cyber Security,Security Engineer,L2,2021-01-24,Tier-1,MGR1293,Active
200840,Female,46,Bengaluru,Marketing,Marketing Director,L5,2021-10-16,Tier-3,MGR1027,Active
200841,Male,48,Mumbai,HR,HR Manager,L4,2018-07-04,Tier-1,MGR0063,Active
200842,Female,30,Hyderabad,Support,Senior Support Analyst,L2,2023-08-22,Tier-2,MGR0512,Active
200843,Male,43,Hyderabad,Support,Support Manager,L4,2022-09-08,Tier-1,MGR0888,Active
200844,Male,24,Bengaluru,Data Science,Associate Data Scientist,L1,2023-07-31,Tier-3,MGR0961,Active
200845,Female,41,Noida,Data Science,Lead Data Scientist,L4,2025-04-14,Tier-3,MGR1192,Active
200846,Male,25,Noida,Marketing,Marketing Associate,L1,2025-12-03,Tier-1,MGR0328,Active
200847,Female,28,Hyderabad,Data Science,Data Scientist,L2,2023-08-02,Tier-2,MGR1372,Exited
200848,Female,24,Mumbai,Cyber Security,Security Analyst,L1,2025-12-05,Tier-3,MGR0750,Active
200849,Female,25,Noida,Engineering,Associate Software Engineer,L1,2024-05-30,Tier-3,MGR1312,Active
200850,Male,37,Chennai,HR,Senior HR Specialist,L3,2022-11-14,Tier-2,MGR0550,Active
200851,Male,29,Chennai,Finance,Finance Analyst,L2,2024-06-22,Tier-2,MGR1182,Active
200852,Male,29,Bengaluru,Engineering,Associate Software Engineer,L1,2019-07-10,Tier-2,MGR1469,Exited
200853,Male,29,Pune,Cyber Security,Security Analyst,L1,2018-02-12,Tier-2,MGR0109,Active
200854,Male,47,Bengaluru,Cloud,Cloud Architect,L5,2021-02-07,Tier-3,MGR0639,Active
200855,Male,27,Noida,Marketing,Marketing Associate,L1,2024-05-27,Tier-3,MGR0184,Active
200856,Male,36,Bengaluru,Finance,Senior Finance Analyst,L3,2023-06-09,Tier-2,MGR1344,Active
200857,Female,34,Bengaluru,Support,Senior Support Analyst,L2,2023-02-22,Tier-2,MGR0362,Active
200858,Female,39,Pune,Finance,Senior Finance Analyst,L3,2022-10-20,Tier-3,MGR0170,Active
200859,Non-binary,45,Bengaluru,Cloud,Cloud Lead,L4,2018-05-09,Tier-2,MGR0141,Exited
200860,Male,44,Mumbai,Cyber Security,Security Lead,L4,2021-02-09,Tier-3,MGR1244,Active
200861,Male,35,Noida,Cloud,Senior Cloud Engineer,L3,2024-03-09,Tier-3,MGR0030,Exited
200862,Male,32,Chennai,Sales,Account Executive,L2,2025-06-25,Tier-2,MGR0024,Active
200863,Male,43,Mumbai,Support,Support Manager,L4,2023-11-29,Tier-2,MGR0693,Active
200864,Female,42,Chennai,Cloud,Senior Cloud Engineer,L3,2020-05-07,Tier-3,MGR0124,Active
200865,Male,48,Pune,Sales,Sales Director,L4,2018-05-17,Tier-2,MGR0084,Active
200866,Female,35,Pune,Sales,Senior Account Executive,L3,2024-10-22,Tier-3,MGR0835,Active
200867,Male,30,Hyderabad,Finance,Finance Analyst,L2,2022-01-11,Tier-2,MGR1291,Exited
200868,Male,27,Bengaluru,Finance,Finance Associate,L1,2022-05-20,Tier-3,MGR1251,Active
200869,Female,38,Mumbai,Cyber Security,Security Engineer,L2,2018-09-20,Tier-3,MGR0112,Active
200870,Female,37,Bengaluru,Cyber Security,Senior Security Engineer,L3,2023-03-09,Tier-3,MGR0755,Active
200871,Male,42,Noida,Cloud,Senior Cloud Engineer,L3,2019-08-23,Tier-3,MGR0658,Active
200872,Male,44,Noida,Support,Support Director,L5,2023-12-04,Tier-3,MGR1145,Exited
200873,Female,33,Mumbai,Engineering,Software Engineer,L2,2022-01-01,Tier-2,MGR1429,Exited
200874,Male,46,Hyderabad,Sales,VP Sales,L5,2024-08-11,Tier-3,MGR0835,Active
200875,Male,34,Noida,Finance,Senior Finance Analyst,L3,2025-09-30,Tier-2,MGR0180,Active
200876,Male,34,Pune,Engineering,Senior Software Engineer,L3,2024-12-22,Tier-2,MGR0709,Active
200877,Male,36,Bengaluru,Marketing,Senior Marketing Specialist,L3,2025-04-19,Tier-2,MGR0686,Active
200878,Female,32,Chennai,Finance,Senior Finance Analyst,L3,2024-03-14,Tier-2,MGR1384,Active
200879,Female,37,Hyderabad,Engineering,Senior Software Engineer,L3,2018-11-26,Tier-2,MGR0113,Active
200880,Male,27,Mumbai,Data Science,Senior Data Scientist,L3,2019-11-04,Tier-3,MGR1274,Active
200881,Male,49,Chennai,Data Science,Data Science Manager,L5,2019-03-03,Tier-3,MGR1206,Active
200882,Male,25,Mumbai,Engineering,Associate Software Engineer,L1,2024-02-15,Tier-2,MGR0787,Active
200883,Male,37,Pune,Marketing,Marketing Specialist,L2,2020-01-26,Tier-2,MGR1070,Active
200884,Male,40,Hyderabad,Support,Support Lead,L3,2021-12-07,Tier-2,MGR0362,Active
200885,Male,41,Noida,Cyber Security,Senior Security Engineer,L3,2018-10-31,Tier-1,MGR0119,Active
200886,Female,35,Bengaluru,Sales,Account Executive,L2,2021-07-25,Tier-3,MGR1286,Active
200887,Female,34,Hyderabad,Cyber Security,Security Engineer,L2,2018-09-12,Tier-2,MGR0127,Active
200888,Female,38,Hyderabad,Sales,Senior Account Executive,L3,2019-08-05,Tier-2,MGR1201,Active
200889,Male,26,Pune,Finance,Finance Associate,L1,2025-04-08,Tier-3,MGR1156,Active
200890,Male,33,Hyderabad,Engineering,Software Engineer,L2,2020-05-11,Tier-3,MGR0790,Exited
200891,Female,36,Chennai,HR,HR Specialist,L2,2021-03-30,Tier-3,MGR0688,Active
200892,Male,50,Chennai,Data Science,Data Science Manager,L5,2018-06-21,Tier-1,MGR0181,Exited
200893,Male,32,Pune,Sales,Sales Associate,L1,2019-02-26,Tier-2,MGR1212,Active
200894,Female,28,Pune,Cyber Security,Security Analyst,L1,2020-05-30,Tier-3,MGR1098,Active
200895,Female,32,Hyderabad,Finance,Finance Analyst,L2,2023-12-22,Tier-3,MGR0827,Active
200896,Female,42,Noida,Support,Support Lead,L3,2018-05-24,Tier-2,MGR0083,Active
200897,Male,49,Bengaluru,Cloud,Cloud Architect,L5,2019-03-05,Tier-3,MGR0654,Active
200898,Male,37,Noida,Sales,Account Executive,L2,2019-04-25,Tier-3,MGR1222,Exited
200899,Male,43,Noida,Sales,Sales Director,L4,2021-11-11,Tier-1,MGR1222,Active
200900,Female,45,Mumbai,Cloud,Cloud Lead,L4,2019-08-12,Tier-2,MGR0646,Exited
200901,Female,42,Hyderabad,Marketing,Marketing Manager,L4,2023-04-08,Tier-1,MGR1112,Active
200902,Male,36,Noida,Marketing,Senior Marketing Specialist,L3,2023-08-19,Tier-3,MGR1027,Active
200903,Female,47,Mumbai,Support,Support Director,L5,2022-12-19,Tier-3,MGR0842,Exited
200904,Male,32,Hyderabad,Engineering,Software Engineer,L2,2022-07-04,Tier-3,MGR1038,Active
200905,Male,37,Hyderabad,Support,Support Lead,L3,2022-09-20,Tier-2,MGR0769,Active
200906,Male,28,Chennai,Support,Senior Support Analyst,L2,2024-01-28,Tier-2,MGR0461,Active
200907,Female,41,Hyderabad,Support,Support Manager,L4,2023-02-13,Tier-3,MGR0455,Exited
200908,Female,40,Chennai,Support,Support Lead,L3,2021-03-24,Tier-3,MGR0060,Active
200909,Male,51,Chennai,Cyber Security,Security Manager,L5,2020-03-24,Tier-2,MGR1110,Active
200910,Male,47,Hyderabad,Cloud,Cloud Architect,L5,2023-06-23,Tier-3,MGR0695,Active
200911,Male,41,Bengaluru,HR,Senior HR Specialist,L3,2020-04-29,Tier-1,MGR0207,Active
200912,Male,35,Noida,Sales,Senior Account Executive,L3,2023-01-29,Tier-2,MGR1431,Active
200913,Male,28,Bengaluru,Data Science,Data Scientist,L2,2021-03-16,Tier-3,MGR0396,Active
200914,Male,23,Noida,Finance,Finance Associate,L1,2024-03-30,Tier-2,MGR0306,Active
200915,Male,35,Mumbai,Sales,Senior Account Executive,L3,2023-02-17,Tier-2,MGR0359,Active
200916,Female,43,Pune,Engineering,Lead Engineer,L4,2019-11-23,Tier-3,MGR1394,Active
200917,Female,41,Hyderabad,Cloud,Senior Cloud Engineer,L3,2021-04-06,Tier-3,MGR0690,Active
200918,Female,37,Chennai,Sales,Senior Account Executive,L3,2025-01-19,Tier-3,MGR0624,Active
200919,Female,43,Chennai,Marketing,Marketing Manager,L4,2024-03-11,Tier-3,MGR0085,Exited
200920,Male,46,Bengaluru,HR,HR Director,L5,2022-07-28,Tier-2,MGR0740,Active
200921,Male,37,Pune,Sales,Senior Account Executive,L3,2021-10-07,Tier-3,MGR1271,Active
200922,Female,44,Bengaluru,Sales,VP Sales,L5,2025-04-16,Tier-3,MGR1466,Active
200923,Male,37,Pune,Data Science,Data Scientist,L2,2019-03-11,Tier-3,MGR1162,Active
200924,Male,47,Pune,Cyber Security,Security Lead,L4,2019-10-11,Tier-2,MGR0748,Active
200925,Male,41,Hyderabad,HR,HR Manager,L4,2022-06-01,Tier-3,MGR0559,Active
200926,Male,37,Mumbai,HR,HR Specialist,L2,2018-01-28,Tier-2,MGR0065,Active
200927,Male,28,Bengaluru,Data Science,Data Scientist,L2,2024-04-15,Tier-2,MGR0205,Active
200928,Male,25,Pune,Data Science,Associate Data Scientist,L1,2021-10-10,Tier-2,MGR1439,Exited
200929,Male,34,Bengaluru,Data Science,Senior Data Scientist,L3,2024-07-19,Tier-2,MGR0859,Exited
200930,Male,38,Chennai,Engineering,Software Engineer,L2,2019-05-23,Tier-2,MGR1129,Active
200931,Female,51,Noida,Data Science,Data Science Manager,L5,2019-12-24,Tier-3,MGR1080,Active
200932,Female,29,Bengaluru,Cloud,Cloud Associate,L1,2019-04-26,Tier-3,MGR0471,Active
200933,Male,34,Hyderabad,Marketing,Senior Marketing Specialist,L3,2018-02-14,Tier-2,MGR0159,Active
200934,Female,31,Bengaluru,Finance,Finance Analyst,L2,2025-02-11,Tier-1,MGR1193,Active
200935,Female,41,Chennai,Support,Support Manager,L4,2025-04-01,Tier-3,MGR0851,Active
200936,Male,26,Bengaluru,Cyber Security,Security Analyst,L1,2024-01-11,Tier-2,MGR0817,Active
200937,Male,27,Bengaluru,Cloud,Cloud Associate,L1,2024-04-13,Tier-3,MGR0505,Active
200938,Male,30,Hyderabad,Data Science,Data Scientist,L2,2025-09-20,Tier-3,MGR1218,Active
200939,Female,29,Pune,Support,Senior Support Analyst,L2,2025-09-16,Tier-1,MGR0769,Active
200940,Male,49,Noida,Cloud,Cloud Architect,L5,2021-04-02,Tier-1,MGR0701,Active
200941,Male,48,Hyderabad,HR,HR Manager,L4,2018-03-14,Tier-3,MGR0072,Active
200942,Male,30,Chennai,Finance,Finance Analyst,L2,2023-01-06,Tier-2,MGR0487,Active
200943,Male,40,Noida,Cloud,Cloud Lead,L4,2023-11-07,Tier-3,MGR0713,Active
200944,Male,34,Bengaluru,Sales,Senior Account Executive,L3,2025-06-05,Tier-2,MGR1212,Active
200945,Male,37,Mumbai,Sales,Account Executive,L2,2019-08-17,Tier-2,MGR1233,Exited
200946,Female,39,Pune,HR,Senior HR Specialist,L3,2022-01-30,Tier-2,MGR0873,Active
200947,Female,39,Bengaluru,Marketing,Senior Marketing Specialist,L3,2018-08-05,Tier-2,MGR0166,Active
200948,Female,24,Mumbai,Sales,Sales Associate,L1,2025-12-27,Tier-2,MGR1375,Active
200949,Male,50,Bengaluru,Cloud,Cloud Architect,L5,2018-04-21,Tier-1,MGR0154,Active
200950,Male,31,Hyderabad,Marketing,Marketing Specialist,L2,2025-03-27,Tier-2,MGR0686,Active
200951,Male,46,Pune,Sales,VP Sales,L5,2025-02-08,Tier-3,MGR0342,Active
200952,Female,46,Mumbai,Data Science,Data Science Manager,L5,2023-04-29,Tier-3,MGR1297,Active
200953,Male,27,Pune,Marketing,Marketing Associate,L1,2021-07-31,Tier-3,MGR1003,Active
200954,Male,50,Hyderabad,Cloud,Cloud Architect,L5,2019-07-20,Tier-1,MGR0235,Active
200955,Male,32,Pune,Marketing,Marketing Specialist,L2,2020-12-18,Tier-3,MGR0092,Active
200956,Male,46,Noida,Engineering,Engineering Manager,L5,2021-08-28,Tier-3,MGR0846,Active
200957,Male,25,Mumbai,Cloud,Cloud Associate,L1,2022-03-23,Tier-2,MGR0221,Active
200958,Male,36,Chennai,Finance,Finance Analyst,L2,2021-02-20,Tier-2,MGR1299,Exited
200959,Female,31,Hyderabad,Engineering,Software Engineer,L2,2024-01-22,Tier-2,MGR0573,Active
200960,Male,27,Pune,Engineering,Associate Software Engineer,L1,2022-05-03,Tier-3,MGR0722,Active
200961,Female,41,Chennai,Cloud,Cloud Lead,L4,2021-10-23,Tier-2,MGR0813,Exited
200962,Male,44,Hyderabad,Cyber Security,Security Lead,L4,2019-12-19,Tier-2,MGR0704,Active
200963,Male,43,Pune,Finance,Finance Manager,L5,2025-10-22,Tier-3,MGR1020,Active
200964,Male,26,Mumbai,Cloud,Cloud Associate,L1,2021-10-16,Tier-3,MGR0891,Active
200965,Female,42,Bengaluru,Cyber Security,Senior Security Engineer,L3,2019-06-30,Tier-2,MGR0558,Active
200966,Male,28,Noida,Support,Senior Support Analyst,L2,2024-12-24,Tier-3,MGR1494,Active
200967,Female,24,Mumbai,Support,Support Analyst,L1,2024-06-15,Tier-1,MGR1042,Active
200968,Male,42,Mumbai,Support,Support Manager,L4,2025-03-29,Tier-2,MGR1268,Exited
200969,Female,32,Hyderabad,HR,HR Specialist,L2,2025-04-26,Tier-3,MGR0663,Active
200970,Male,25,Hyderabad,Sales,Sales Associate,L1,2023-05-13,Tier-3,MGR0201,Exited
200971,Female,37,Bengaluru,Engineering,Senior Software Engineer,L3,2024-10-31,Tier-2,MGR0928,Active
200972,Male,32,Bengaluru,HR,HR Specialist,L2,2023-02-01,Tier-2,MGR0559,Active
200973,Male,30,Mumbai,Finance,Finance Analyst,L2,2022-01-02,Tier-3,MGR1227,Active
200974,Female,27,Hyderabad,Engineering,Associate Software Engineer,L1,2020-06-13,Tier-3,MGR0790,Active
200975,Female,24,Chennai,Cyber Security,Security Analyst,L1,2022-09-03,Tier-2,MGR0786,Active
200976,Female,38,Chennai,Support,Support Lead,L3,2024-06-23,Tier-3,MGR0301,Active
200977,Male,34,Hyderabad,Data Science,Senior Data Scientist,L3,2025-04-26,Tier-2,MGR1314,Active
200978,Male,35,Noida,Finance,Finance Analyst,L2,2018-06-20,Tier-3,MGR0155,Active
200979,Female,29,Hyderabad,Engineering,Associate Software Engineer,L1,2019-05-14,Tier-3,MGR1038,Exited
200980,Male,30,Hyderabad,Cloud,Cloud Engineer,L2,2021-08-12,Tier-3,MGR0949,Exited
200981,Male,46,Chennai,Engineering,Lead Engineer,L4,2018-02-21,Tier-3,MGR0117,Active
200982,Male,38,Hyderabad,HR,Senior HR Specialist,L3,2022-11-22,Tier-2,MGR0412,Active
200983,Male,45,Pune,Cloud,Cloud Architect,L5,2025-01-23,Tier-1,MGR0588,Active
200984,Male,42,Bengaluru,Marketing,Senior Marketing Specialist,L3,2019-06-20,Tier-3,MGR0660,Exited
200985,Male,48,Bengaluru,Finance,Finance Manager,L5,2019-09-03,Tier-2,MGR1384,Active
200986,Female,39,Bengaluru,Cloud,Senior Cloud Engineer,L3,2023-06-08,Tier-3,MGR0745,Active
200987,Female,40,Mumbai,Engineering,Senior Software Engineer,L3,2020-09-11,Tier-2,MGR0106,Active
200988,Female,33,Pune,Finance,Senior Finance Analyst,L3,2025-03-01,Tier-3,MGR0519,Active
200989,Male,26,Noida,Data Science,Data Scientist,L2,2025-12-10,Tier-1,MGR0977,Active
200990,Male,39,Bengaluru,Cloud,Senior Cloud Engineer,L3,2023-05-27,Tier-2,MGR1365,Active
200991,Male,32,Hyderabad,Finance,Finance Analyst,L2,2018-03-06,Tier-3,MGR0158,Active
200992,Female,28,Bengaluru,Engineering,Software Engineer,L2,2025-07-03,Tier-3,MGR0800,Active
200993,Male,39,Mumbai,Data Science,Senior Data Scientist,L3,2021-05-14,Tier-3,MGR1439,Exited
200994,Male,45,Hyderabad,Cloud,Cloud Lead,L4,2018-05-05,Tier-2,MGR0157,Active
200995,Male,50,Mumbai,Finance,Finance Manager,L5,2018-05-09,Tier-3,MGR0162,Active
200996,Male,23,Pune,Finance,Finance Associate,L1,2023-09-24,Tier-2,MGR0061,Active
200997,Male,40,Chennai,Sales,Senior Account Executive,L3,2019-07-02,Tier-3,MGR1257,Active
200998,Female,25,Noida,Support,Support Analyst,L1,2022-05-10,Tier-1,MGR0669,Active
200999,Male,25,Mumbai,Finance,Finance Associate,L1,2023-10-28,Tier-2,MGR0638,Active
201000,Male,24,Bengaluru,Data Science,Data Scientist,L2,2025-03-15,Tier-3,MGR0555,Active
201001,Female,42,Pune,Data Science,Lead Data Scientist,L4,2024-05-06,Tier-1,MGR1091,Active
201002,Female,31,Hyderabad,Sales,Sales Associate,L1,2018-08-14,Tier-1,MGR0095,Active
201003,Male,40,Bengaluru,Engineering,Senior Software Engineer,L3,2021-04-29,Tier-2,MGR1011,Active
201004,Male,43,Bengaluru,Marketing,Marketing Manager,L4,2019-07-28,Tier-3,MGR0668,Active
201005,Male,29,Hyderabad,Data Science,Data Scientist,L2,2023-12-02,Tier-2,MGR0978,Active
201006,Male,22,Chennai,Support,Support Analyst,L1,2024-10-30,Tier-1,MGR0027,Active
201007,Female,41,Noida,Support,Support Lead,L3,2018-02-10,Tier-2,MGR0088,Exited
201008,Male,47,Bengaluru,Marketing,Marketing Director,L5,2024-03-26,Tier-1,MGR1221,Active
201009,Male,37,Chennai,Support,Support Manager,L4,2025-11-23,Tier-1,MGR1370,Active
201010,Male,44,Mumbai,Data Science,Lead Data Scientist,L4,2022-10-05,Tier-2,MGR0387,Active
201011,Male,44,Noida,Sales,Sales Director,L4,2020-07-01,Tier-3,MGR0215,Active
201012,Female,33,Noida,Cyber Security,Security Engineer,L2,2022-04-02,Tier-3,MGR0748,Active
201013,Female,37,Hyderabad,Cyber Security,Security Engineer,L2,2019-07-13,Tier-3,MGR0531,Exited
201014,Male,46,Pune,HR,HR Director,L5,2025-01-29,Tier-1,MGR0094,Active
201015,Female,22,Hyderabad,Engineering,Associate Software Engineer,L1,2024-11-02,Tier-3,MGR1490,Active
201016,Female,52,Chennai,Engineering,Engineering Manager,L5,2018-06-26,Tier-3,MGR0122,Active
201017,Male,28,Hyderabad,Engineering,Associate Software Engineer,L1,2021-08-24,Tier-2,MGR0277,Active
201018,Female,49,Mumbai,Sales,VP Sales,L5,2019-02-12,Tier-3,MGR1271,Active
201019,Male,37,Bengaluru,Engineering,Senior Software Engineer,L3,2024-11-16,Tier-2,MGR1035,Active
201020,Male,44,Chennai,Sales,Senior Account Executive,L3,2018-05-28,Tier-3,MGR0101,Exited
201021,Female,47,Bengaluru,Sales,Sales Director,L4,2018-10-28,Tier-3,MGR0102,Active
201022,Male,23,Chennai,Cyber Security,Security Analyst,L1,2024-11-11,Tier-3,MGR0081,Active
